,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Business, Net",Purchase/Acquisition of Business,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,Proceeds from Issuance of Long Term Debt,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
"Cash, Cash Equivalents, Marketable Securities",0.1065146784659232,0.03836108978927315,0.11854286037077415,0.0378210432955976,0.006384036623047558,0.10921768972224913,0.12633524080133432,0.044863211315650534,0.04604713148684316,0.0055922456697279355,0.16624628931891916,0.057724960128771804,0.03836108978927315,0.10847154161340992,0.04007231579179134,0.11444823462504906,0.1143518940318891,0.11341419558167627,0.11341419558167627,0.10802863595363421,0.015585874156000837,0.060617789214337844,0.09151469137476967,0.14296601231976452,0.033561499949231514,0.04398300581020302,0.09585079366087948,0.0891059074174746,0.09147400368017043,0.07251605528718877,0.03099237321505246,0.013224244457131627,0.11090487499213854,0.11242590484098537,0.02509488032288851,0.07997324418954067,0.0816144076604663,0.014237507118893128,0.10630117105149134,0.09099645824428614,0.10781328581557192,0.027570666070892126,0.03822687738158537,0.025720377945772768,0.045685430614718185,0.028359341761279907,0.0938807468894889,0.08390851584616701,0.0806031826050673,0.10997662744803229,0.116690205995067,0.07037654433816842,0.030603917311210465,0.03153837909903046,0.014871014039734141,-0.025470484245876782,0.10363997049361334,0.07789381103045115,0.087699286462509,0.08013816621305135,0.0056580652953549734,0.11155114210152418,0.08470990790788409,0.11301073860993373
  Accounts Receivable,0.04019741997836298,0.009279259981077766,0.09879103539045946,0.13067646201480068,0.10120896401991256,0.08735809031779485,0.09787236836469525,0.03236437468530802,0.12791563677906642,0.029373199935038,0.1105296255053697,0.008776668968863036,0.010349970014833246,-0.0003568505081655779,0.012702389090103496,0.013026182966988615,0.017275605964950064,0.0123460038715556,0.007962562304416203,0.02351600933527387,-0.00994373313499758,0.03462642617170364,-0.014727194686561355,0.041029612455818126,0.014779081700083992,-0.016757907594830236,-0.010362161727789332,0.004092473621173279,0.0032583407659314157,0.0036082437458813937,0.014034975896044233,0.021900793879278842,0.07860259722772237,0.5290851830196506,0.08735326231978804,0.00879691203226792,0.08094605577067931,0.04488657799960188,0.02289502494329337,-0.0046959325288232,-0.008092017706540985,0.010920374604771955,0.022439636532774566,-0.003887351976750931,0.037233810389673355,0.03822245891017297,0.00646611649480644,0.012582895049796322,0.020400161413512922,0.02285172442317237,0.030530906523576314,0.02526690390915776,0.10313923716857963,0.10821323751787368,0.046623766827969114,0.042131539641228066,0.014032745269914763,-0.008194010106900164,0.01464924198753088,-0.0063451518364323195,0.013102131723822689,0.0014724478042839537,0.06143812379536894,0.009584981852896279
  Notes Receivable,-0.048646304460828356,-0.04948539576833954,-0.008191014948479283,0.03350001989080259,0.032698185916882595,0.021535934428920014,-0.016056501049362994,0.0026937263216879007,0.0002565953686344143,0.03643251092786065,-0.015606534179769881,-0.02940824971944178,-0.049807678377273165,-0.0076660105687719055,-0.0204304062599608,0.092168688358634,0.029604150168246635,0.030072227023910804,0.07925165236784534,-0.03281426366572678,0.020535975211335683,-0.0451227434008057,0.013558223603918512,0.06773755785253498,-0.017334284218761306,-0.0023438848149692974,-0.000579736028651078,-0.036294548307409205,-0.028012103164854685,0.0030771665328649936,0.006182162205692377,-0.02018746965537421,0.016897798413782982,0.011656623390132952,0.09649689906362319,0.10479738818248852,0.09949541720962597,0.01925281651699581,0.021632390775926717,0.016102002015292147,-0.009729715274329387,-0.03646420035533874,-0.042422388638007416,-0.03730557190630357,-0.03352969190160423,-0.031127642414329044,0.06409762802940806,0.004959881629475532,0.005735885719460003,-0.021639999536333256,-0.025263568472432607,-0.05260803726585946,-0.02045523792810213,-0.017105762177631035,-0.019101781796178746,0.03944234960665223,-0.035733560583734544,-0.023487694317963485,0.005560891089616409,0.026348903310305094,-0.0016432483500825397,0.07691591740840684,0.005914739758932199,-0.010217050902605149
  Loans Receivable,-0.046342551214119426,-0.055485920531576916,0.026865174816024313,0.022818922576720448,0.031255470689355816,0.0283936142794044,-0.0033289245224407487,-0.04936900593424967,-0.004634330806874467,0.009392831558413398,-0.008750759657651852,-0.04676491937079459,-0.05513519012667932,-0.004995515260201298,-0.03121862049011352,0.07737289192547257,0.020786352674210702,0.025993976611099288,0.05534008981597772,-0.007254216691240595,0.060959165343423695,-0.04870303390374724,-0.004906190888178462,0.060061129358122724,-0.023216843830555105,-0.0023438848149692974,-0.011220348336363225,-0.04788007454504125,-0.03088765383633172,0.004245010640061253,0.006205641777949427,-0.01173845134354076,0.022846554947327645,0.01434728939591301,0.16869562082145015,0.09611846726260566,0.09587304561373455,0.06973670206636333,0.021521042290347677,0.011196312216671932,-0.010849454848829744,-0.04855173026841418,-0.02834402856535042,-0.03272148765042205,-0.04431434449294993,-0.0336716593005941,0.08541239882909726,-0.0326667738968734,-0.010598344273036459,-0.034564841032506205,0.04336863721058802,0.02017446336528359,0.014433109287241272,0.006356927588127802,-0.00044026929097531597,0.05105338091769809,-0.015951677844801813,0.02752283862111282,0.0019034723835859193,0.03380256515912892,-0.01105179336246354,0.0894274337266391,0.01831280788030709,-0.0010252560844613632
  Other Current Receivables,-0.003298765644287628,-0.022339073742474742,0.08421301250574284,0.08244189208092567,0.09996354664122097,0.10015592725967891,0.023056358700015763,-0.010169323687129164,0.0012721734730220904,-0.026544782951845373,0.06394085972004508,-0.028037839195304837,-0.023701697937088866,-0.0323617205802182,-0.041861585776873496,0.1480893545298731,0.07021051432875738,0.07011343448935904,0.10287747751214094,0.057585995345773903,0.016896827022745475,-0.015258561265371937,0.009974316550907067,0.11133142080406917,-0.017064153447864647,0.05767026375872299,-0.004936447928974171,-0.02449638326920928,-0.010958392220745164,0.09964673329125621,-0.010438311033720856,0.050964479435588614,0.08940863504201595,0.08898636170071568,0.18241299617323978,0.20389776180583444,0.18073322833827282,0.02406301512367791,0.12476310484100302,-0.0048404447207332,-0.008449448919787208,-0.0473386978561103,-0.004053756352842636,-0.0316333098679008,-0.03763627791306956,-0.029374284822350306,0.10630794400765192,-0.007102594697205521,0.003334494888753621,0.05717998081703922,-0.022892395436071453,-0.017536924705589825,-0.024199615394086625,-0.030048053902869194,-0.014004107018825256,0.016976206358750877,-0.01609411200210446,0.11004900216025602,0.06621093804038071,0.030814086922585533,-0.02456380801335434,0.15896519503310222,0.0688515489773369,0.04188774517743124
Total Receivables,0.009860867810691419,0.014640733631118504,0.056079628256993794,0.08401063304619062,0.03149424615690102,0.08596643015249746,0.005784130808483553,0.02536910471519698,0.033008503153593445,0.02132778358181099,0.03422815203166733,0.008306623840000494,0.014986872664502753,-0.002408720402563234,0.002843896016407562,0.0998696062651563,0.013871817286847906,0.02166757514883581,0.015324441567128193,0.061569656108439196,-0.04206675772560009,0.019983100012032743,-0.018179266157942818,0.03877823846168022,-0.0046222734482543664,0.04370014106096257,-0.023718832405155335,0.011964896186402826,-0.01471765938075149,0.01273971621633967,0.015736934385792354,0.009350126087984044,0.07104080501489003,0.06718334283306684,0.09410548839577058,0.017716071524099847,0.007294625885212971,-0.021185265812559303,0.03700477277891291,-0.0024764415443773945,0.0029556257679125013,0.01576312224400798,0.011666847084884857,-0.0014869683518327816,0.034459684870830794,0.03902152489365124,0.009095649376600907,0.0011915581701004239,0.008490057994842658,0.04460854407985847,0.02657583384174168,0.03462773181660643,0.037598976945291115,0.017590596067567216,0.015210544165749604,-0.035147570576373174,0.017766567866153757,0.011440405195053661,0.03339306598784626,-0.005941870051294811,0.014582828110035572,0.005182751123664653,0.07683658942628702,0.03582436414019952
"  Inventories, Raw Materials & Components",-0.03180384471118854,-0.03232831848380094,0.006625641335420475,-0.015264369803473489,0.029775965282659907,0.039117832930434346,0.06404149544291142,0.044285513351685735,0.038900285244877535,-0.05947641133201049,0.04660263243478344,-0.03373621701635547,-0.03232831848380094,-0.04465339618325656,-0.0199274721538851,0.03194973329260932,0.013576058042053446,0.006572660797659184,0.00928238637152649,0.04134454227276276,0.015004443975380848,0.04925258913183881,0.042066841013234886,0.043051740998029775,0.03461979532746087,0.03439047934992664,0.02843661344745096,0.02788081348456327,0.030956529235219465,-0.007151203352302635,-0.03692638981160098,0.097902832011451,0.02591710357606125,0.02687112984917714,0.008649233355764065,0.00615124096003273,0.008684826425342474,0.010557161013930184,0.02087391302040742,0.06499921014982374,0.060806684252489696,0.05969003147862648,0.05276553251031318,0.0790754975273081,0.00039569590531921776,0.009876158574270063,0.03088444211360409,0.06134257952165086,-0.029851936461546012,0.005603440470386131,-0.021401782879957542,-0.007781255789524745,0.028076235414629534,0.03445475641656502,-0.006014968903414156,0.035983767939239755,-0.05849154775608073,0.021077475504916027,-0.00988779877879303,-0.03149227872490608,0.041386180476180034,0.032970841824515804,-0.0044337372868918385,-0.014954994389833377
"  Inventories, Work In Process",0.0056091747045958935,-0.010094626080361198,0.033801819385525705,0.003769366836817981,0.024741569567481157,0.042124807342804806,0.01652354056720273,0.018798474233630215,0.033753153542145926,0.003801805063348772,-0.0011964992410956113,-0.0005448359372090743,-0.00820496916816588,-0.014876998206761485,-0.017704403380475298,0.06889595307300207,0.08345187699819177,0.08210792769498806,0.07360259321276715,-0.019998033579201185,0.04362289910227432,-0.006700236802488187,0.04519740870950259,0.104679132318284,-0.006656305781572703,0.02559290874905093,0.024734808947926384,-0.01126105848614197,0.01779081651847885,0.006846850277604417,0.022357395682529115,0.05696710421998279,-0.022076396738342982,-0.00641577194739161,0.11061936242533868,0.10005396366279637,0.1043369656097027,0.033615771523724275,0.08048373035610275,0.02946845225566216,0.024936737134488005,0.03580664721699611,0.07821068947647045,0.04367010921507661,0.05028846002428897,0.04269883522437002,0.1845832723689584,0.028777554048260982,0.013500737065715834,-0.003185820177549257,-0.016286087169134173,-0.014655257206669957,-0.021374843331433326,-0.016638976147356578,-0.011513456454837994,0.05703782065632274,0.023674175648343416,-0.029959836801389746,0.01328922840219957,0.04864747927860025,-0.013719481923508307,0.09744271556750252,0.017592637082960147,0.011109784778815582
"  Inventories, Inventories Adjustments",0.021646958390339283,0.01738201728180131,0.06643941521606937,0.05835933871343092,0.099044368023736,0.09670409940150958,0.16836052802605136,0.1911585497163056,0.13487858568401614,0.013017023865962027,0.1197523746078379,0.0192477508220628,0.02669265954132418,0.0032421204371852396,0.06584420282219057,0.1750008025999615,0.12371550302595549,0.11336597551343361,0.11013228319894669,0.18690056630038576,0.10979590014065385,0.14708455804289575,0.10706239285380086,0.13530170474685393,0.11983604322906738,0.17510781940655762,0.1054570790757929,0.10234318774550769,0.1390518335717566,0.06427554663444486,0.02669016295239196,0.2797996466827443,0.15382538356962583,0.1112950351096323,0.07940450836957733,0.13292333319871658,0.06916622586714787,0.05867840887239503,0.08283192809158284,0.15820474329582332,0.1569118332384013,0.03852858922843765,0.04057613781538412,0.07681885401554431,0.08821675902014733,0.06525912102774396,0.12168675445106869,0.17209646696009065,0.04976803237692108,0.07087028982297774,0.09619510928636044,0.09372717994102925,0.0992594715286242,0.10287126330999909,0.058278235620229796,0.0786945392538946,0.024373529976516047,0.09327312010754132,0.03666047509042042,0.03345360354855173,0.06675499900204893,0.09073028013950798,0.05719028599459992,0.0532103391111561
"  Inventories, Finished Goods",-0.0025892215383599357,-0.005401010816160028,-0.005355333423095139,0.0018828359017720392,0.046753562460357716,0.06822488412226974,0.08329492365370361,0.10417333272989761,0.01939215636501357,-0.01745033033337591,0.03998635006871955,-0.007575192261484634,-0.01466252758615835,-0.023069589709335724,-0.013050620971791223,0.0031757961906952346,0.022620782378459405,0.01830761455276131,0.017243223165472412,0.049844578529295684,0.06708779046834416,0.04021504006562292,0.08347800158695824,0.03804608161172701,0.044482720180523315,0.051890387720021615,0.04479363828529232,0.03275540011320208,0.036056364200312295,0.09996861150778064,-0.011185884741136892,0.060998125891167924,0.0071118899578356655,0.018845946902860313,0.01353945098636503,0.008239037625168151,0.015612852717129273,0.028876857131151075,0.0291244766723377,-0.009950315683286092,-0.011660015903157229,0.04360313272900237,-0.002015037040758636,0.09224107740972226,0.06165201009753879,-0.014454574427072273,0.03177624738441648,0.058418350860747745,0.0007634672410553002,0.01831795101378865,0.008551727253587427,0.0017351608240713276,-0.004719235096498794,-0.001998666338677159,0.0020423213535324903,0.04664240735658187,-0.014445138797699852,0.04735087063583105,-0.008555459708325984,-0.012331901836623572,0.03308210454168952,0.01804004115420795,0.020505500851856366,-0.006352374413592556
"  Inventories, Other",-0.017768813351549322,-0.014959627183532099,0.006963000282174227,0.010511829106976275,0.058038087570924,0.08870620697861147,0.12019544911975535,0.12130328870307905,0.03779974445856184,-0.02571362823983059,0.07587369829440226,-0.009703170356260032,-0.025107767867081507,-0.028543136723011876,0.006829258377667787,0.057734259461360155,0.0319643060081614,0.040361330122385235,0.039660097047180244,0.04367443498280255,0.05525295732302356,0.07179282807373677,0.07013622502898231,0.07700519811095395,0.0509953108337681,0.06111441652311712,0.08600841436105923,0.05475356661085026,0.051491378496705265,0.1128231184626028,-0.012413416790623575,0.2637247705218884,0.08098883167248318,0.044833043853907,0.027680937370531126,0.0661736994342319,0.029023946914606365,0.03803438112705335,0.1256762550153184,-0.02589178669908137,-0.037859202791210585,0.038806377380328674,0.046421631312626166,0.11007383250077164,0.11041566623032405,0.03296385304380428,0.11915524111919938,0.1418759782591161,0.023401861298534544,0.05883968342818793,-0.020721255926241074,-0.022844365778564454,0.04608209995867647,0.047690143116070706,0.008153542638164663,0.06623578915692749,-0.010099736694927528,0.06018591493470156,-0.002239502788014356,0.006566069934277455,0.04471354681870483,0.026839518964419936,0.0224813800706689,0.007632646522975505
Total Inventories,-0.006641204443152279,-0.0092172025064805,-0.004335074509180443,0.0029666147725415423,0.03770915681545747,0.013557565904432668,0.08486494560246824,0.07390870638293258,0.0042506642298959394,0.012279366319386137,0.01374301298220413,-0.012225286406402563,-0.010282123904452926,-0.00785667041751726,0.025522108294200815,0.10341005357294604,0.006848011969590412,0.010759923880925193,0.015075496519311064,0.05589796500022047,0.07001607156299404,0.0351961912063747,0.06578862649153668,0.02974561163752172,0.0690386801416859,0.05629247705992932,0.05188500185123353,0.07131756181723478,0.023175243578709613,0.02584971603156468,0.01004813886809592,0.20726303924518608,0.01662104604217937,0.01591505377259769,0.026831616770085106,0.025476201920284772,0.020594633206973665,0.04786556309441112,0.03522970104475913,-0.005884361684850715,-0.01655136630026125,0.005571998736599758,-0.008799734198577025,0.05371801169033913,0.07292176294558488,0.009180009228928669,0.07006000459320952,0.13278763978350716,0.051270018390366795,0.04184982218538267,-0.0050757205719745785,-0.004756164517251839,0.014402937051815449,0.021307064924684673,0.020101943423288925,0.03118711600030066,0.010836893203506923,0.009437584580487181,0.01882260381016264,0.036059584907202076,0.05972635695432908,0.026820997274927292,0.023567764470541458,0.026114536188932634
Other Current Assets,0.002183732179382669,-0.006235468561037585,0.00041413260524277365,0.042342072276049234,0.045609211911555925,0.06772590097013066,0.0066505641803316605,0.1132821170478255,0.0445555766247407,0.0061387572382485805,0.055653047055116006,-0.00470601153905403,-0.01761741315502775,-0.018568955640180546,0.002018159989983318,0.02278713403435614,0.03680288909758737,0.036972342767528706,0.03201942503987005,0.03869036590408322,0.015000987044439607,0.07286878854948309,0.09931639674865417,0.07469562017074652,0.017591218904469897,0.06146434280726564,0.1190389066411115,0.1045933379201047,0.11835231976283231,0.13089517081946633,-0.006643858195571624,0.024967217632888932,0.08264589877983523,0.1360381347409556,0.026490953907123162,0.06694248922093227,0.10259559978810578,0.1226535792135345,0.12186333141263019,0.08224680445030004,0.05795559242554525,0.019632999742776235,0.08482709412449857,0.006072312354044244,0.02364973464718337,0.018659383839661058,0.10424302446694482,0.1141171754242562,0.07587880528123633,0.11334821624176829,0.0765360303914928,0.036469699206773495,0.02794309517110872,0.018954090702811417,0.0068894476467833265,0.0542313956433854,0.0038336993583880552,0.15781080699477337,0.0021112513464803515,0.005090970102851918,0.019331100672825688,0.04928144727016153,0.06810957823297131,0.0030403085921650638
