,_PO_,_PO_.1,_PO_.2,_PO_.3,_PO_.4,_PO_.5,_PO_.6,_PO_.7,_PO_.8,_PO_.9,_PO_.10,_PO_.11,_PO_.12,_PO_.13,_PO_.14,_PO_.15,_PO_.16,_PO_.17,_PO_.18,_PO_.19,_PO_.20,_PO_.21,_PO_.22,_PO_.23,_PO_.24,_PO_.25,_PO_.26,_PO_.27,_PO_.28,_PO_.29,_PO_.30,_PO_.31,_PO_.32,_PO_.33,_PO_.34,_PO_.35,_PO_.36,_PO_.37,_PO_.38,_PO_.39
Gross-Profit-to-Asset %,-0.022852179147306976,0.043211116506344315,0.04368973484402601,-0.05139436324946578,-0.05139436324946578,-0.030622872281044995,-0.03025273716921195,-0.006145056267340781,-0.026826987743209185,-0.027512280416186932,-0.05135761383316356,0.04229581550367192,0.031058076283544435,0.029610476516100704,-0.003509555715356842,0.038489563747385276,0.0265375080866331,0.011479156451059569,0.0031919203748238885,-0.04965322400217055,0.009831995349223339,-0.04400277387051476,-0.04569161339641863,0.05139997913092979,-0.043419923803450174,-0.045583120624890734,-0.043967150324899,0.03949800804779119,0.03832014926568747,0.042692813501330446,-0.02601820010251636,-0.0276514768914109,-0.02843914381290076,-0.02843914381290076,0.0024827774173305957,-6.869192918903394e-05,0.03873801994363367,-0.02528280785093809,0.0031665997083495665,0.0031665997083495665
Asset Turnover,-0.001960461341878309,0.08645752742993196,0.08645752742993196,-0.03275123901215736,-0.03216536377525794,-0.013674360895124691,-0.009084447648869926,0.020314984571884496,-0.004452045874135483,-0.03033539403761195,-0.052815140937777366,0.06769022857487457,0.06721830619677728,0.057466491133802464,0.039681236926456365,0.07700754324754755,0.06298490427004594,0.06254057360989837,0.02590396699397567,-0.0345470857665195,0.040048786774817366,-0.023744253957963743,-0.023969568001709282,0.08045707222938757,-0.03480287361534351,-0.024455603138520382,-0.024628516254552917,0.051481863921234744,0.051856522018980084,0.08553629071849701,0.021127392841045624,0.02013302941182453,0.021753927126547536,0.018671354388646377,0.05165034541606307,0.051928690148642674,0.09509631526331234,0.02005139675425087,0.05213389410197994,0.052387198395916094
Dividend Payout Ratio,-0.027071319108265154,0.00990028937873273,0.009685073344818813,0.0005706974508227462,-0.01879988640819826,-0.03366363064560318,-0.06234756969802252,-0.014404858689395679,-0.02425329571476475,-0.03686918811743484,-0.021282050990783858,-0.012262556564610021,-0.011251766384119236,-0.012887719905296118,-0.021093094177207096,0.018916544417613455,-0.006695435577479949,-0.004627780033896146,-0.05195336905666718,-0.030463154602063214,-0.037441514409464416,-0.031356872215314344,-0.03098645461283938,-0.022027680532446303,-0.030427531056447462,-0.010079256468259815,-0.03132124866969859,0.0016273211567847928,-0.012105772147582128,-0.012480938664881671,-0.05408007781984629,-0.06507252214552313,-0.05593533560211607,-0.06584517357329776,-0.022247600561563337,0.0010937602107384554,-0.0012862920401118935,-0.06723139253777402,0.0010803575979027105,-0.008710508463783262
Days Sales Outstanding,-0.041543491389446845,0.027582841582563918,0.02670923777558045,-0.008114379448785574,-0.00883709025020724,-0.006045935948370778,-0.008767928494082162,-0.029593884954898966,0.014461320735189681,0.014121925229646882,-0.008680917467506034,0.047940839203686095,0.04830504574054874,0.039203411719310834,0.03137480565304849,0.018272390642894557,0.04337506714323939,0.029561435405983848,-0.014783920158954567,-0.01238353521744038,0.04016280254570962,-0.00787091376856682,-0.010647720376359238,0.027240564511949724,-0.008143890363710438,-0.007423359371534074,-0.007525060468480176,0.011296962503859765,0.012410543185018903,0.025722121255068876,-0.025671513328064388,-0.02554511296043349,-0.0245713801574727,-0.037760196738239694,0.02983001222695394,0.029234632645169383,0.08030164571174242,0.012772937656014269,0.029269578985814317,0.030057290002602405
Days Payable,-0.015236539435083579,0.031640620507151336,0.03173686488167441,-0.012926106738102676,-0.013404725075784371,-0.010980513348777317,-0.010934793755047901,-0.02084731231239295,-0.0062183216323104425,-0.006040138941625383,-0.01288470533792048,0.02707526011900048,0.027738480555583544,0.02674563243789802,0.0003860340830593614,0.004924192560340196,0.05284000037731082,0.0515110860434495,-0.020208254920790474,0.006695316290838454,0.032358662657076424,0.007440894577758553,0.007356372523821781,0.026050389280781686,0.007681848164521421,0.005821354188177082,0.007596844227861561,-0.0034554834593292305,-0.0023762430451777852,0.031100627678898856,-0.009038413006270075,-0.00574099498129582,-0.006181751555395798,-0.006550772341308302,0.0011206949228396608,-6.517355008419518e-05,0.08876321408679329,-0.011591542493996701,0.0002227782712333256,0.0010087404055507095
Days Inventory,0.01488382962500358,-0.006189894251173282,-0.002192506871831359,0.001085184088357138,0.000628491854930296,-0.05069265552191765,-0.05271021182779033,0.01065071473396077,-0.035597408307402545,-0.03205948891443859,0.0018389705445572896,0.005049900674365384,0.00539658291577879,0.003966486537062757,0.005969437911627637,0.006481873465189851,0.0049452645255271006,0.00604229049802296,-0.02870422417626186,-0.003741253178553098,-0.00887801642201647,-0.005012940405959537,-0.005156777621855482,0.010621267165223307,-0.005385601380089072,-0.0052417641641931256,-0.00370405705007244,-0.0037411600427772937,-0.010133633614009535,-0.006189894251173282,-0.08808491726491383,-0.08806059300959376,-0.09120640870175084,-0.08619603053985439,-0.0007626477942778613,0.004376085721085568,-0.021573343927695394,-0.1121019546443949,-0.0006655646412657467,0.004169376402139522
Cash Conversion Cycle,-0.015973434792001938,0.03993148931593954,0.037361253045717135,-0.009254469740052791,-0.009254469740052791,-0.008692149947035236,-0.009002017464224688,-0.015395636517231377,0.00682793536492104,0.006808894320702917,-0.00993355743435645,0.046943037986497134,0.04695744932514598,0.04721075361908214,0.02898252641531778,0.01194569014021531,0.0377286654632728,0.037102194867464015,0.0002359814902568396,-0.013840862132563789,0.03798107046117498,-0.009405874344530756,-0.009771709659566722,0.026842446436545115,-0.009116807775671917,-0.009116807775671917,-0.010042981467537865,0.017049001519661842,0.014984748861224898,0.03930221698471674,-0.01863116938936241,-0.017111961531086288,-0.018488603749175707,-0.017103739772964394,0.028614066650154476,0.028265267804602805,0.08602272648152717,0.011176652197359044,0.028265267804602805,0.027108320942324286
Inventory Turnover,-0.037555536564592464,0.03271943202519591,0.031235948244954827,-0.010906558257097018,-0.009803346968097273,-0.007256996386614242,-0.006672998519034112,-0.018258414299580757,-0.005128073438665338,-0.006763112914419138,-0.009774331765227073,0.030898555223916997,0.03139158490024754,0.030568927542814525,0.003792670847108447,0.007586716984842085,0.05472921544912117,0.05390655809168814,-0.019313020067402178,0.004092270048350227,0.036560406427100935,0.010259498917362777,0.009997608067163283,0.027419126240153132,0.006519694635883514,0.009710790465344399,0.010619683828890534,-0.000474676590849845,-0.000474676590849845,0.03380618451517722,-0.00015104032953501632,-0.00014547401787571093,-0.000114734581818118,-0.0018567311672143053,0.0043637914416799015,0.000872741735425508,0.0898902719094575,-0.0031725210658139773,0.0023750806751648367,0.00362941503528241
COGS-to-Revenue,-0.0036831423459453196,0.007983389896640453,0.007983389896640453,0.02181192975291923,0.020786132219253593,-0.05096170317109667,-0.025470100013171813,-0.005873091119977536,-0.05099235493197227,-0.0520636225234313,0.02003218234513519,0.013440210109070438,0.01329366510606604,0.011637344617740096,0.004295039274610585,0.03904962572876375,-0.006853816627232844,-0.007908278191395529,0.0008655655112465468,0.019718190890517073,-0.017639902884423853,0.020889172578970945,0.021367790916652644,0.021885049329943694,0.01989036204575614,0.02101148228018756,0.0212800969265563,-0.0028623211778690313,-0.001121136702474775,0.007013549032877816,-0.0199446589303829,-0.021667665935654525,-0.0199446589303829,-0.019950225242042204,0.003683101339166054,0.0034633469430484396,-0.04075156446586213,-0.041276018557238205,0.0029508363400274186,0.0025987805101707053
Inventory-to-Revenue,0.02785574385691626,0.09138093778750671,0.09233789639270815,-0.02557977155654574,-0.024396071841003484,-0.009386366684161838,-0.002726775310282631,0.02720532019401156,0.0010804259848122008,0.0025423393598235505,-0.02442681127706108,0.08354270565275328,0.08218316590566971,0.08153361093927775,0.0529538422967861,0.07869358086882138,0.064317589555339,0.06338251801464281,0.028029297866688622,-0.04150038636232596,0.045891748987317044,-0.017057409845729725,-0.01614845223760328,0.0961052865470633,-0.017314593332376463,-0.016368882171790666,-0.01722142982860855,0.053478233863721865,0.054961608592466196,0.09411244604718397,0.039195815202896715,0.03597669485537225,0.0393498721746664,0.03615491013513164,0.05623611707060909,0.05623611707060909,0.10281215700261388,0.03794289037833483,0.05353522830905882,0.05623611707060909
Capex-to-Revenue,-0.0012694598900227397,0.046025985124160444,0.04977544159305933,-0.05425552079832714,-0.054712213031753984,-0.029133792476561747,-0.027158538398275204,-0.004843635545587065,-0.024262694835002565,-0.0251447061901821,-0.05460690084288237,0.04842707986426348,0.048369503629598035,0.04759320918987451,0.020956755044246385,0.0472171371438219,0.03620640682669774,0.0357497145932709,0.0016169352454189945,-0.040209939059937055,0.019833760793216408,-0.03949478086428117,-0.039248602344156856,0.06388757551405694,-0.04048462254178917,-0.03883954420922334,-0.04037725132334402,0.027733986509901838,0.027870705538757083,0.05021158666787602,-0.004140237254758502,-0.003114207870354393,-0.003114207870354393,-0.006596680908887612,0.023039463992591134,0.02225740337451526,0.06134872462001328,-0.008705996374736506,0.016438887591644597,0.023039463992591134
Capex-to-Operating-Income,-0.037625202393002044,-0.0026028270034740273,-0.004261546415539713,-0.004595208907375799,-0.003362909040903831,-0.003571178685614286,-0.005268706494063035,-0.038571614554966285,0.00019969459023318897,-0.01504373634940217,-0.003005427762417985,-0.002162311080284751,-0.004217524928535779,-0.02630476733734697,-0.038086710893952894,0.009354193492490176,0.010425523707999599,0.011616537777541206,-0.0009688037861589996,-0.010207168112142897,0.008774296971704296,-0.010207168112142897,0.0053997379999140855,0.034323155363584,0.005220145511615924,0.0044648587388510744,0.004820159540820673,0.006691369679425557,0.007235577246188901,-0.0018375106290018134,-0.006667221624821996,-0.007526337149535122,-0.005837126010466148,-0.005288024294771773,-0.016624827478685714,-0.016624827478685714,0.10162068791805537,0.02576880328865256,-0.016429081820292138,-0.016269526676716117
Capex-to-Operating-Cash-Flow,-0.0416855180962739,-0.027035056112804306,-0.003683196419107832,-0.027074153189515993,-0.02193181729628515,-0.02283967924213755,-0.022615121993999267,-0.0416855180962739,-0.01770540850211537,-0.017689503205688566,-0.027074153189515993,-0.02419344789801735,-0.022210705696367516,-0.02452307557911982,-0.039718236824444086,-0.005243401153360971,0.005935070136678586,0.004066849825017271,-0.04367280745906232,-0.00937106850861046,-0.00414518924636741,-0.00937106850861046,-0.00937106850861046,0.012173565298233763,-0.009335444962994708,-0.008058615196667361,-0.0076578781885824655,-0.02883785146917617,-0.02883785146917617,-0.028138620519565175,0.009194769821236126,0.00834254129834858,0.010040525715368247,0.00998938239995735,-0.03940112671613524,-0.037569122753517835,0.08157301386963674,0.006218309732118064,-0.015198952333994849,-0.037569122753517835
Revenue,-0.01345243348557798,-0.039328105163700666,-0.0408929008285482,0.03495329995805949,0.03525691522490114,-0.005333337032565357,0.0002098666470162847,-0.01563838655239296,0.01287328139606754,0.013043711973949067,0.036303309874335325,-0.026189198499008963,-0.027277084163330863,-0.0266816464090414,-0.0176526371089369,-0.0019141979207423607,-0.02649844367266785,-0.026010187543862993,-0.029633248321247925,0.03636772299003213,-0.00791333713489488,0.033027779958045976,0.03498658972417997,0.013289068252528428,0.035924728197966195,0.03349072075166985,0.03503058485699403,-0.018974897824938854,-0.019145371961547475,-0.04101859800602202,0.15833770196646113,0.1581423911100244,0.16003312159647307,0.1611875076395603,-0.017275186604922353,-0.01821734195604862,0.02769577399405223,0.17683395958692893,-0.01821734195604862,-0.017292947403292076
Cost of Goods Sold,-0.02386061111626975,-0.026721404248596953,-0.04137960545019116,0.032338817924999735,0.029819187948393396,0.002719317687593229,-0.006185863204808186,-0.021323729289489602,-0.0034978699906683887,-0.0030120331068559194,0.04041139180147736,-0.035244203707484975,-0.02950578108990422,-0.03557383138858744,-0.017685657690515263,-0.010528451684817825,-0.018902960094262993,-0.0267974724882429,-0.054367301343554296,0.02646176721079087,-0.008852458031849274,0.026552361219215555,0.028033538364441862,-0.003065546488616031,0.030441618035349872,0.041795500653872705,0.02624877033957974,-0.023771175279773682,-0.011322397468401878,-0.01840256084314742,0.14940631233918,0.13612025174632786,0.13372719994197962,0.13915686267257685,-0.017575936154215172,-0.015549130933542004,0.025895271845988405,0.1457928499533422,-0.01674369176227411,-0.016038309874570236
Gross Profit,0.0004003069276322666,-0.013491046945271146,-0.014018641559440097,0.035174607850935846,0.03503590374475092,0.0037668297439865583,0.002469856015376681,-0.007316283249898905,0.02839314375918495,0.02763309034684724,0.037261946534185575,0.009121103074539196,0.009270093731118426,0.009146776195406329,-0.0016528215965765942,0.0009205906918628963,-0.0038896807424832398,-0.0029402952466288097,-0.020353032740175202,0.03650773712219358,-0.00034285539466526486,0.0373303944796266,0.034095102842088,0.01642340271585702,0.03431869176716594,0.03514850341041193,0.03688739968756065,-0.005665842953115242,-0.006692157479879274,-0.012486809696202944,0.0860369537421352,0.08618367410333846,0.08627839301323258,0.08658605545782957,-0.0008161206046133015,-0.0016629573193633021,0.03688927747196026,0.14104477618732206,-0.0008581478025024396,-0.0005413451267894617
Gross Margin %.1,-0.017346698420844416,0.06904866804926678,0.028045529570920744,-0.004413137759620642,-0.0061967584753092626,-0.002534198252855535,-0.0037535517987143884,-0.015142018635174809,0.0013546335432554138,0.0012705543224745628,-0.0012403279958396003,0.037922140643775235,0.03812470091243348,0.03806685888337616,0.010726793451146611,-0.005320272122554858,0.061543706631584184,0.0606205340376241,-0.017919397244627915,0.015754682694271875,0.03548783770532226,0.015857994047726327,0.007868091680174834,0.026676209829658484,0.00768301557642692,0.008112422559493467,0.007234333452808422,-0.0006866809911305759,-0.00021571866172607904,0.03101113894992565,0.02158136955478187,0.026204157479576367,0.02137266222107899,0.018071668125942606,0.004649171919910709,0.004855881238856753,0.11545034819386284,0.01779417069135702,0.004855881238856753,0.004399189005429911
"Selling, General, & Admin. Expense",-0.031018753057667554,-0.02441566801984067,-0.02502273798023022,0.031084348715062538,0.031416936181900966,-0.00910924259399048,-0.014370746699080637,-0.03111317496238508,0.03254083700057939,0.016984620974365237,0.015273845990633892,-0.02714716638030585,-0.026641228297955115,-0.027036743067088587,-0.023599147304412264,0.004688183278098714,0.008888238794594909,-0.010794523740097945,-0.044187701437359846,0.008034867703186252,-0.018533882297001744,0.007747874366618664,0.017322728585316815,-0.0016835431094011115,0.009355269065885413,0.009447691019413966,0.0077698990293204265,-0.033549601135756876,-0.019327632374867853,-0.01219881440173728,0.03499318644637816,0.02822358717940378,0.027974966762576898,0.027275728356448436,-0.022949244137252703,-0.023920381279429068,0.024793566237190253,0.078989899936588,-0.022856822183724146,-0.023000387452663598
