,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Interest Received, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Taxes Paid, Direct","Interest Paid, Direct","Other Cash Payments from Operating Activities, Direct",Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,Exploration and Mine Development Costs,"Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,"Purchase/Sale of Other Non-Current Assets, Net",Purchase of Other Non-Current Assets,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment",Purchase of Mineral Properties/Rights/Interests,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Payments for Common Stock, Net",Proceeds from Issuance of Common Stock,Issuance of/Repayments for Lease Financing,Issue and Financing Costs,Share Issuance Costs,Other Financing Cash Flow,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Repayments for Long Term Debt,"Cash and Cash Equivalents, End of Period",Change in Cash,"Cash and Cash Equivalents, Beginning of Period"
Sale Of Business,-0.016908795488313158,-0.026584922668572267,0.010110593711937798,0.038061001339225006,-0.007079897056501314,-0.02896406081800451,0.06446749103486625,0.023940674733614095,0.001617956790336147,0.0418110930021887,0.005759836747915112,0.029325849086629382,0.10812791289206959,0.14597322072909136,0.1552029634614514,0.009202710760741403,0.0950380787047529,0.09269661114881586,0.06233428564379901,0.08994761912481385,0.02828128589146149,0.03338561551401078,0.04393252792353957,0.07452222021611687,0.08550633386560062,0.022319242474015767,0.019799285038512037,0.01908923441695885,0.020384139599306003,0.03381488471567679,0.04271847449864328,0.02364811945076645,0.04358367064046293,0.04345212693676093,0.04583465203247607
Purchase Of Investment,0.028584392026191643,0.04257181133114119,0.09677482348408847,0.12035981157111646,-0.0012729803370946729,0.04557233200906029,0.054770778074930616,0.06917424704332951,0.0493070954426441,0.1381337728471977,0.11931366015535068,0.06692711053295797,0.2517973061646746,0.8981370985121411,0.2928637331371268,0.155004107790771,0.12948204287862092,0.10685241419456017,0.14196947998624618,0.14244695010703157,0.14979725405552657,0.056065323849165107,0.0373210744101672,0.14559261493234138,0.14553721394472435,0.056500671229072624,0.11324606259698795,0.058828520790760404,0.1133373337055659,0.07276294369846277,0.06628665858082108,0.06512981170246865,0.059395120851932104,0.05987713176190428,0.07821785739238503
Sale Of Investment,-0.03164954651583634,-0.03499513773288991,0.050577197384046514,0.04953263194854075,-0.03264826587326667,-0.026761301081814376,-0.009522913784783052,0.004434959218574318,0.0014343250955823643,0.06408610921926548,0.010994516317179454,-0.008700935260221015,0.596923004119818,0.19611587132954306,0.9473817029101791,0.09680132253922648,0.017300696987573236,0.036130284578798647,0.08392180366256025,0.11232292267458342,0.07936134831493027,-0.023373065384472456,-0.01674008782430313,0.07493600058727319,0.07044598785406737,-0.0181308368277764,-0.03294275463506987,-0.005449832023489786,-0.011104258464322973,0.050672062961749025,0.04411084734201726,0.04933956341188136,0.012761210473480429,0.0024747832544778506,0.04070812642620003
Net Intangibles Purchase And Sale,-0.021383207001452527,-0.024948389448227127,0.024821319195478836,0.020637498896255324,-0.020513609005757532,-0.0014835142361693803,0.03318066899723769,0.030162823475766185,0.012952916750395676,-0.005297944972644796,-0.015709769795762052,0.0113400522844183,0.23319755520708219,0.10670335003467495,0.06975253488372206,0.000782083060868635,0.11861480136221801,0.06917834950149054,0.07039993371485136,0.12313842184060853,0.025981847680595534,-0.015304324565426772,0.004232141955210657,0.05751895345381783,-0.00010370046288926422,0.001714578473291841,0.023784271613044486,-0.010586208460522578,-0.00938249623449194,0.059070713321580225,0.0147595243132034,0.03452067679522885,0.02216383479798667,0.016094147941983158,0.015843803921670292
Cash From Discontinued Investing Activities,0.06267788403644316,0.07081142419137706,0.10057225921183398,0.02300614423294785,0.06124317777233925,-0.016949878044257603,0.02743279875051293,0.039663112006216326,0.09824684994231264,0.1812618937670493,0.023315826378992592,-0.0030129208531665275,0.091604593139325,0.09075321585027192,0.0614389358741689,0.14094693495601612,0.04744051191232845,0.04175330646851206,-0.0024945781691292695,0.034474509620655985,0.010289841490066134,0.05785895449585912,0.06465721540577828,0.0624645603098033,0.08366705728158118,-0.0026230863141224435,-0.005122658891768367,-0.01613317749521722,0.0621062101603579,0.030192561109242566,0.03442115865342735,0.030649848948391567,0.0770048596251964,0.08136693795446003,0.024446340143727124
Cash From Other Investing Activities,0.08213394620498055,0.10827224961500173,0.15889790031376294,0.04148071753539969,0.09560853771430734,0.005808476050566864,-0.008168700100202313,0.02393427869133228,0.09548742225077342,0.5087475259683295,0.2513791021566913,0.020157850410172456,0.10002526339941521,0.0848912768311814,0.13572280424653085,0.5617448190972487,0.10193691427963449,0.11972044366427959,0.026469502939670226,0.015378663939115996,0.04420869130571779,0.05693878590892429,0.1076952755444189,0.03541908399250797,0.11727280422705619,0.01883683648836089,0.031142252143442975,0.014099206644009635,0.08960830735897607,0.00929958978590799,0.012477510059340401,0.01570052200653909,0.11596952311407227,0.08303298495139479,0.05269149699312999
Cash Flow from Investing,0.304667601426649,0.11693525935100187,0.21479677447341594,0.10073863768278941,0.15109963682455563,0.02796441195447891,0.026492998318209282,0.06282870489832368,0.13928929741405188,0.9687482972735204,0.5988327124129607,0.04915146238232079,0.15931063966773973,0.13405069994302415,0.18729421016297135,0.5998465394266626,0.04319116927380455,0.05609976940721079,0.03392733303325083,0.04596835657469823,0.05194208085873199,0.3005576554383456,0.10275090732266863,0.08648417978101061,0.16577865898231164,0.05335345800306675,0.05657988787952127,0.05548800407324334,0.22254466685793522,0.042736937055836484,0.04100093012240953,0.04667543366637525,0.061249139867016106,0.12721744291655918,0.08730442992489101
Issuance of Stock,-0.03688393581104786,-0.03159271150347835,-0.001931941145199293,0.03668684353937335,-0.03867590900789483,-0.019867700468213602,0.01928656041912226,0.02646874987064913,-0.008300462066165953,-0.006634891128496341,-0.03395949493501408,-0.0009713333651868313,0.0899870564392822,0.1063684848232265,0.08667337429720291,-0.004907746193382165,0.061345946730313516,0.06660281761836565,-0.01987764215149346,0.030416496646500125,-0.021297213852293082,-0.02779112927821851,-0.014419312613049028,0.2087479345194266,0.24685356231977096,0.02633808450438199,0.018168184090304556,0.07921366247158618,-0.010368576340165109,0.05906815006113411,0.06707377531443241,0.03035484567690403,0.005610606594757359,0.026381919675714165,-0.005682364285480157
Repurchase of Stock,-0.020780757213579262,-0.029468516258994926,0.01020062798504209,0.030418052380965756,-0.02247039918617972,-0.02206420293229849,0.029556920288571487,0.03427324653219565,0.021156855627327636,-0.006905873574088611,-0.007315849555876787,-0.009395232508071342,0.1100559849489123,0.09960349353793006,0.07933921375128146,0.009984711620873755,0.08238064432120205,0.07838658889637323,0.002754098401768483,0.08326349106697935,0.03903437776047985,-0.004325330912477516,-0.02562906236120957,0.08226775111072107,0.058875888147005145,0.0212684221217846,-0.004129613944107215,0.05115443245939071,-0.005262649818371948,0.05515290342633107,0.027397494874305376,0.035053517380433025,0.017233054411671597,0.028821363025433578,0.0053437607115848695
Net Issuance of Preferred Stock,-0.008291136403593666,-0.009095295499166843,0.030941216382282158,0.03574564712096421,-0.006864947341425468,-0.011020762523604866,0.031267141841412265,0.03351475741512079,0.01649160757106453,-0.015481999432229328,-0.00744797841611474,-0.006436619029336618,0.05774643953162816,0.09803999554334844,0.07621968359814003,0.014757464832155107,0.0543817552100416,0.07066701337995772,0.00412740664646717,0.06364382294126991,0.009089917456314642,-0.011986244552123135,0.0008606827102885027,0.22213434380972036,0.062368227947537686,0.028805164594112222,0.014046109603645626,0.08392628175026974,-0.011273037795825655,0.07670763690103229,0.05301035607644209,0.034712038590605745,0.026541867745558223,0.019178739393649204,0.01609705941865014
  Issuance of Debt,-0.014798112565880726,-0.014320294844769472,0.04722521984125412,0.035412119075819155,-0.021820199867740912,-0.012263115548921476,-0.00526664507470098,0.08533653352100724,-0.02369118348175791,-0.027881658476027887,-0.02516228605982032,0.0019399654317650912,0.01593430023396978,0.016694038329759135,0.0908780811723065,-0.0048881044841189766,0.0033438638274326427,0.0070371349077423965,0.007895959605825061,0.017762746661898053,0.011705843444476142,0.04505861965412659,-0.0031595515408450537,0.13676855151782985,0.06401335937642842,0.07728282829362519,0.08508687035439501,0.03961839889826101,0.062129236615243964,0.5229145578441001,0.29711511287185904,0.24240033205356862,0.013074252044552469,0.00891165341239182,0.02512354763235291
  Payments of Debt,0.03577437218412097,0.03414695358654032,0.14990906930373135,0.13225968133553292,0.14097526893700993,0.14914984998999425,0.06328987253366701,0.11928122690883546,0.15773460384001028,0.03760886551664961,0.027536426907359142,0.06897422500590843,0.10612627237193446,0.0960700195258493,0.12521154306372745,0.05931714951760068,0.05208134296264759,0.06166090884591766,0.054469505817006096,0.08802064465766589,0.048606936537281695,0.07666228681580352,0.09208358075115038,0.18874517627124265,0.09460308693433296,0.12301356498105027,0.10193014897171226,0.04473731398336444,0.07587036342506608,0.38302726424170397,0.36082960280624177,0.38677734721595664,0.05803686701293384,0.0318448520376363,0.11431597059705949
Net Issuance of Debt,0.029458600468021224,0.0237127896656006,0.11364420304444338,0.11096601342689259,0.008563521618353631,0.026396229818046808,0.033086352743462284,0.1044897675607859,0.027949389193168327,0.028116003016813544,0.012340428832548,0.030712800786131932,0.14924536204704233,0.06266729344375234,0.11055797630508371,0.04439672523112015,0.11389409887881892,0.039233934317623995,0.03412742919884909,0.06651185725871346,0.04200521577235918,0.08475563553613091,0.08934753351724575,0.14880913545205532,0.08708487914208145,0.12244630061461112,0.11491615185418808,0.07473470444952471,0.09173918544985052,0.5960038474700098,0.5549446686539158,0.10254894666384795,0.024322693662691172,0.02250738661577604,0.08184533945925518
Cash Flow for Dividends,0.12403206516854394,0.12781381068748585,0.16792838592171722,0.07341460996775677,0.10887358698164235,0.04487414975319218,0.02703266513678536,0.05890599398012653,0.1349083734514626,0.10258095878326402,0.10560278664568604,0.03372615300405795,0.03171349620950731,0.02929317424625006,0.054342732983962694,0.12112593195733523,0.03419964406875597,0.029493162601504013,0.04381415725484431,0.03593522960971498,0.026859403340145045,0.12681915037546015,0.13288566536865887,0.1457478607232106,0.12361483852489147,0.05767685320970491,0.03692661977335361,0.033196625392152256,0.13785815778456414,0.060575324760441626,0.05262323827395269,0.059463883124006,0.05432393845268583,0.043826795926339826,0.061156426202701064
Other Financing,0.027735192319392213,0.03072569965746015,0.1173622299098958,0.12733909175885713,0.04514674889979438,0.005757332560514234,0.012857725486588634,0.027775010920630408,0.13442355127408287,0.03166261323716266,0.025802136511409265,0.01878409954403746,0.05752489251576937,0.08517049261412234,0.08041292448379517,0.1612069648800036,0.039670282637712447,0.05740031966773348,-2.703130233750752e-05,0.026904893717728393,0.018547464119769406,0.09467414817214324,0.10180351787254692,0.06858472469327992,0.05844123858122445,0.11539243916974364,0.29742648268886596,0.027401484898164262,0.7106423747660022,0.08595364848961777,0.08430996229098997,0.08462745197760138,0.030972625708877936,0.029912769602255727,0.07688420142128422
Cash Flow from Financing,0.09174477850468313,0.10622842200439105,0.20058500561454634,0.08161835324613051,0.10840214099857029,0.020261250189369553,0.0052072650879687295,0.10024526795586815,0.10493504690361027,0.30740787983238865,0.19744550483296786,0.026839555795574916,0.12380386911010582,0.06801551844772044,0.07548564361804605,0.21402448020064768,0.004881179312632537,0.014639807801976372,0.02165110066522848,0.03203384147047647,0.030447578567447443,0.9376576565567704,0.5802271674262968,0.03581518373175288,0.06994200422790074,0.13440813371524785,0.12574716136714426,0.03484903915102688,0.5717539086841541,0.10210492110601217,0.10187924171675468,0.10289717096594278,0.0595173214664685,0.04460688626366578,0.06206360541508565
Beginning Cash Position,0.04078027673826316,0.036042811414984326,0.12668272480552725,0.018953343645060933,0.09850929504306724,-0.018131292766945258,-0.0031728234466997297,0.0005892810060522018,0.09325441561961724,0.10845975422457668,0.03284637728175277,0.030612678550347435,-0.008262427413435865,0.0012816718050625868,0.02399612036613619,0.0892574821670891,0.004834718180921343,0.009696193379301032,0.008922355152900133,-0.0013930003268847902,0.011774824121022298,0.04516670078286236,0.009609276305469172,0.0068025534787834185,0.01936806579672214,0.018547792843491267,0.0601233024981004,0.020960875586209536,0.07754814304058205,-0.02104087620173957,0.00010812510954524282,-0.0007189197659582007,0.08630212975760114,0.07800763295971948,0.069303190244913
  Effect of Exchange Rate Changes,0.005145011129622932,0.004981980648822182,0.020721437133972967,0.020731199507851718,0.0020308920177677554,0.02653212617355648,0.05759176900787063,0.010469906255636999,0.04723073577749439,0.020960535059390134,0.017233223435940463,0.0359570155966534,0.05038546565864987,0.06429600265361712,0.031925717642702515,0.012691414119838942,0.05153570829538301,0.057693534272253946,-0.0011687624878511257,0.034020937557068934,0.0230256395555352,0.016654155483882424,0.019654220277902174,0.0010790077202912163,0.019778879851071154,0.03193514595180582,0.03818021742039591,0.03417029928202639,0.029362579778424176,0.044605683474889496,0.04725286333637154,0.042869520035235996,0.031162865546777198,0.1095408090408887,0.026404643283927852
Net Change in Cash,0.1329660248477009,0.1479478223479025,0.2012221805429794,0.09834951808583252,0.12265917417979766,0.03248085305901008,0.03288690094807708,0.0512278183369385,0.11715799742604882,0.1318304390012919,0.07496664211658836,0.06441632681128143,0.14156230297457761,0.06254690996916677,0.09567682456087535,0.1616498648447683,0.04484527785279965,0.06460613564763058,0.04952552369882328,0.047036601396893404,0.0560377864268176,0.11948381262652237,0.04581294532646569,0.09376505816934073,0.07872833191471018,0.06037934622345271,0.06578691780755394,0.08722849287038212,0.1276633130555461,0.04035049577935886,0.04311005569147498,0.04849179352452272,0.10890569325145345,0.6999001718482506,0.13097653564000136
Ending Cash Position,0.04814135053602628,0.025099329918328046,0.13007957108039403,0.022056043891393116,0.10418492451738527,-0.009727327687266427,-0.004064278298016671,0.0013917538281129462,0.0939692553774916,0.10740661638858622,0.08948084971640197,0.03642817645748436,0.00582232858955753,0.010166865362211421,0.024663411622562033,0.08660797151262373,0.011616104292950739,0.014284414254558179,0.01645110386324273,0.0010169469725573848,0.016483311440779483,0.03821001703694547,0.022832003659329102,0.019590709295875273,0.02323500305493849,0.01957667763840366,0.06371108249763091,0.0191345013171398,0.08179389216513344,-0.0014792479086879256,-0.002068347896143594,-0.003119295125760015,0.06283667908479484,0.09588001845923433,0.09085774160872238
Capital Expenditure,0.08908253640439329,0.0480577080080915,0.14666695301016505,0.1540939760225279,0.07913217516829142,0.07413740154912257,0.07286943697758143,0.09812718041490939,0.07075979564369457,0.13791713715707096,0.05194360624976625,0.07053829384255049,0.08963828947451115,0.09806456941962993,0.13202082969025683,0.11719687204163572,0.08472959668795295,0.08417923860232526,0.08450886896890518,0.08785768050680069,0.08890728756683747,0.12443147291499326,0.04282772612039823,0.1064538304337426,0.07397544184918389,0.09021782460269444,0.1414680566725546,0.08465976616242041,0.10633210007627772,0.07961118784152409,0.0722879121246846,0.0873620019006114,0.08584356832558301,0.06990511827819129,0.10279005708754047
Free Cash Flow,0.12843313299272233,0.13454209229468975,0.1854754799600289,0.10092827138351002,0.10553337571726074,0.025273000733873986,0.04379028407975002,0.042708163989423516,0.11217964457409252,0.14098921993865524,0.13096145867642014,0.05163821270773391,0.04864524151154317,0.04836904485312992,0.08990944716448034,0.14983698293212594,0.05259402137759051,0.04837360448381956,0.031197015126772903,0.03304664132284183,0.04090034154333566,0.1286190219051308,0.11942613437091444,0.07318240511559089,0.07947075450264435,0.05609502853743847,0.061266192285250924,0.07572854577390543,0.16137638389695347,0.04799127911364048,0.04534653596118055,0.049164121874780704,0.12283627811970882,0.13912956970547427,0.06944923108739998
PE Ratio,0.18177203029164885,0.15828450168087282,0.06188248857447494,0.10699014366955786,0.12095023892670108,0.15019687544311086,0.05764425146863567,0.07021726821940293,0.06872145589892208,0.07923891336361837,0.07602249425741482,0.05346512550250537,0.08764908352064292,0.052275758020791624,0.015236731703474091,0.07579628557664542,0.03205549640422947,0.03775563677987146,0.035952586967213006,0.031522612703943714,0.05045573768676057,0.08330920875576861,0.06622220571927127,0.12432477046288874,0.12990219220864396,0.054348374603056665,0.06745419358730224,0.06337361160520315,0.05673025287439235,0.036525015088806755,0.029439302698987514,0.03266067257123198,0.1041450570167665,0.12980868826003888,0.08994559407542084
PE Ratio without NRI,0.14083885336567106,0.13968123816948105,0.039137563859782926,0.037867021828382946,0.13155606985992951,0.1666251664883541,0.04752504985356709,0.0687858974308723,0.05968404778122779,0.0843608734955184,0.07863015103960982,0.053455355653118125,0.08811985848629078,0.04013593471263102,0.009190181167877409,0.08306682444594572,0.06669103867589603,0.05918491392898117,0.038155975000707096,0.025363141237612716,0.05453271530437048,0.0698651394658694,0.046370934696803756,0.10001090981585684,0.0770421675742216,0.0559573454878965,0.07064528427288126,0.07214904220027203,0.06939833454238609,0.04629908273538886,0.04293146442151584,0.037466641551769736,0.10674409964966029,0.12510326139817807,0.09540653426804883
Price-to-Owner-Earnings,-0.016978909512601406,-0.006317516996164486,0.03391133675572339,0.025967265735862364,-0.008636406157823913,0.01268227377964446,0.004852726498603642,0.017560565431485126,0.023599152003436808,0.009800678041196328,0.0015877403727954167,0.015060039819085658,0.07446189216409897,0.07891497794468152,0.07850601410893396,0.005234803845768045,0.07521725440391187,0.0815727660594591,0.055903957336046375,0.1044512216727905,0.08529659060085601,-0.00900549798208565,0.005889358263444021,0.032348847869825226,0.041430566490690865,0.08187433131336914,0.07772242358368743,0.07440031326458083,0.023512341674476373,0.053108757248515485,0.05309889227262418,0.048088260028121464,0.01164008576074851,0.019349345859683134,0.016997305496687834
PB Ratio,0.036551735530617434,0.01360836956309433,0.005290545668225201,0.020083259852642064,0.012843852348734737,0.018209628563891782,0.01486643044236113,-0.006628466139380698,-0.0020247416683987045,0.0275935572977148,0.020527405042961307,0.020869795726119418,-0.00937802260731527,0.006356902988835732,0.026415040911306975,0.0005510928794970798,0.0037816124980101927,-0.0009598383249764908,0.003925375899072726,0.014844450618368523,0.0018519043301932435,0.01888355648155107,0.022308845248216785,0.025001456615822884,0.02500165356642247,0.0016951311327925342,0.0021663580173519772,0.0037169435498187265,0.003127628412844805,0.01384745671663793,0.014056844773432001,0.01416632264443486,-0.01307074872876099,-0.00664353550332677,0.018752626297895987
Price-to-Tangible-Book,0.021091944929654063,0.020633001352760555,0.021263220586758422,0.019614582985938794,0.01717017667243524,0.04297562814607199,0.04083635445835437,-0.0015032018210345086,-0.0031760098493862324,0.05257032133824899,0.02899230951783605,0.014641916823613366,0.013541129074405609,0.006795280163215468,0.026471269649397094,0.0117031679160891,0.008259648040822336,0.006970133834176706,0.0019090639804223894,0.03424983968743258,0.01085469296323834,0.0254583412060076,0.029396226652863885,0.040856986869077315,0.03861930291064772,0.015100675999957994,0.021620062865536967,0.019828541594924136,0.02130656431091186,0.03284791595917872,0.024497436400002445,0.02765028703036664,-0.003668450092482806,0.015074916258052008,0.03018267622647698
Price-to-Free-Cash-Flow,0.07158267938715239,0.018859892734599315,0.10087856097689599,0.021398286188454345,0.06595288233697232,0.025864027045651623,0.034928411620298534,0.03553291437969344,0.07257292402678511,0.09334498632233668,0.08022285307020362,0.024153727956680186,0.016533252796911858,0.040659548259451714,0.011797676171123732,0.10431853548726602,0.021220586842893144,0.02433849964016291,0.006231596722105894,0.05544357742377506,0.028687106414366743,0.07518955174670823,0.0788164073769422,-0.0069503782727875895,-0.007535340880642951,0.026429853055371752,-0.0005274109951213281,0.029421618915179134,0.12182669643985716,0.0542693179161026,0.05542624685941283,0.05614395222806555,0.071166864930054,0.10944557149422184,-0.005694828180246114
Price-to-Operating-Cash-Flow,0.07912218466804204,0.10435798223483926,0.09247654101499492,0.011704377143349157,0.07811092701471067,0.07439310911843779,0.0329844314164292,0.003921516744817622,0.09576327972690624,0.10060176554403549,0.0909288353604148,0.04782744813815296,0.06334471896113272,0.057742264004643856,0.05795244713826038,0.11369926734698836,0.015739712964645613,0.025358763019675577,0.005593698182349987,0.035922194090232874,0.024459561829705857,0.06599864914760015,0.0873255180559351,0.03410834403682994,0.04495459418763512,0.032412161630795695,0.08607601071710849,0.03245110155399226,0.11769303402488854,0.025990234457484124,0.026957212030855958,0.03374944080639175,0.10794181974934286,0.10379685096181672,0.11199556481729792
PS Ratio,0.0011791720283878633,-0.012395733205952796,-0.02274998369699646,-0.00223502316497836,-0.02090606503839308,-0.003743722280632032,0.02413372038712887,-0.014646147425507084,-0.004692825041369585,0.007979632272360619,-0.012041469754363168,0.013404082643048078,-0.02050693374372319,0.015747090627788875,-0.00016196348354493998,-0.011256272544262771,-0.005183722615130004,-0.0006321498462120599,-0.009243071290478223,-0.0003863679506855341,-0.02025485367384726,-0.017030028645197495,-0.022120200165472472,0.006516240143950231,0.0070680808960868645,0.01136232112142676,0.013400365999308241,0.015167411214374177,0.005081880669611009,0.015421117590859365,0.007060731837158808,0.025683480850170946,-0.0027687409854996363,0.004137166097474365,-0.027823139220536017
PEG Ratio,-0.029429122799940293,-0.031570479141109185,-0.026211812132082242,-0.006452687834642426,-0.019359737111704883,-0.012771835671223685,-0.00196824671210701,-0.014189048453079197,0.0025764393265113334,0.0138176488937695,-0.010223873426938906,-0.002513013500015939,-0.014959143659117078,0.013160200214867128,-0.015091377557019612,-0.00044722826108315687,-0.012179017390386047,-0.013300402382720912,-0.014841113021803912,-0.010581145187796466,-0.02376513860780587,0.0035431981759162707,-0.00011714784076857039,-0.011747319769967034,-0.02057762419549951,0.0027492062855180386,0.011088970913157751,0.003031394529332653,0.01077568987474552,-0.009644657331852472,-0.008237784367954387,0.010569998488383213,0.005643149222531143,0.017427960632929205,-0.0019310822930311403
EV-to-Revenue,-0.007936246975438233,-0.003897671031787762,-0.0188183469901983,-0.0006237708608195845,-0.007926045101165555,-0.007322205840839543,0.02613895547739014,-0.009564473445534315,-0.0012578264069487075,0.012196724700161523,0.0018474029173999014,0.030388873846764027,-0.006788905903659841,0.034677210771444235,0.009919516955084053,-0.0070803348395857965,0.017793086145110087,0.031002927825816977,-0.011570979526347676,0.003428675727822554,-0.005586633461124353,-0.01251085857030182,-0.0005279418654622154,-0.008348537060777136,-0.00333154626579717,0.017172687864210237,0.013026225358996278,0.01775032104008124,0.0074422721872715765,0.0016537469104451518,-0.0018412099100169228,0.01452544176995722,-0.0014662654117434159,0.0046131337167319795,-0.018127141648372688
EV-to-EBITDA,-0.039234038057726184,-0.039574875435511206,-0.040414752104315416,0.0083238316922234,-0.04173437237390051,-0.013251299991795112,0.003715628747874582,0.03778964099931769,0.0055259665516908685,-0.003939584652397597,-0.037334660419748415,-0.012940358690823375,0.023623040210752472,0.01855801756915859,0.017618199315408752,0.004962722921941403,-0.017256735690151008,-0.013715693948875191,0.029202813582466586,0.02970258940966576,0.008546251134477562,-0.013189110983318188,-0.009065968455423946,0.0076290018279976494,-0.012680291973203034,0.0013990162478400197,0.001843474684881401,0.0043175929804949815,-0.004293021761501912,0.041337923230297224,0.02955989199464586,0.05593828866483822,0.03603870863010382,0.03147963112702308,0.006672496894599547
EV-to-EBIT,-0.0423716547572002,-0.042397243511607376,-0.041030041579813346,0.019820162097446525,-0.04659696443354549,-0.010749064772018153,-0.013693390710406317,-0.0021105005835089377,-0.011785013127369882,-0.015735423450116498,-0.03663980877880201,-0.026905204993554248,-0.0038609969212560413,-0.005779780561067862,0.01124559160944105,-0.02216124365352691,-0.017555278602775306,-0.0261274712051925,0.00930095403277905,0.006765159784272128,-0.010862992435221552,-0.022676320720681917,-0.02115260775925065,0.02638861706331702,0.005024408262013147,-0.007099730431212774,-0.006548651512396085,-0.004734379250531074,-0.023982173155673612,0.015435761825838154,0.009182306365885571,0.026189298825450093,0.003735126298498364,0.014784694539821681,0.011018341716207592
Earnings Yield (Joel Greenblatt) %,0.015662355109819216,0.01624911083612656,0.00590920801419745,0.0013252584469304663,0.009545723795455898,0.012577073963365175,0.042909203160652436,0.016308090055810236,0.031655792920135914,-0.005800316069979121,0.012472593829398011,0.03317333703523977,0.002253431532352414,0.02385317334157993,0.03291366260868681,0.011297483708035436,0.03042500636853687,0.02730280173796911,0.0006738022145714134,0.02713858387801493,0.005755570835992712,-0.009698767757534442,0.010277639312565158,0.04391674421093064,0.03758251417157257,0.028295007337841103,0.031010381266326655,0.02415667010367689,0.02692465242360783,0.029259482866536395,0.023381503630865424,0.03252846823083235,0.031167479798705183,0.02557072408563155,0.049517409714949064
Forward Rate of Return (Yacktman) %,0.005766712110167865,0.006401727676135645,0.024398770032045672,0.03376076787027633,0.010149194308629515,0.010562708682053678,0.023754566992883964,0.0291653486571994,0.03300255112915236,0.08812155552984488,0.06009232434729161,0.026294559147685043,0.04791894605626624,0.06929470990548069,0.05312000267744401,0.01694010916764241,0.049489178731687705,0.050733103072711574,0.02930727601822951,0.07556748698411767,0.05158564778898913,0.006139686963867904,0.021392924781493284,0.015279634891998453,0.017082553402904772,0.044176683530340946,0.024807944485282014,0.02829462412522719,0.01592852385201941,0.07668131467314877,0.06549038867979959,0.04841270695985463,0.02645618510099311,0.01932492213395125,0.020332143917339493
Shiller PE Ratio,-0.008220158988167392,-0.01527906689137593,-0.021304152628780423,-0.01121433378659112,0.0029917899311576136,0.004501974813924723,0.03508999073485241,-0.0017537390445560993,0.01597857313803636,0.025756186750022614,0.009255673314295932,0.03765586110456955,0.0035156385588243685,0.05339096904270638,0.027758812766207484,0.012759056164760703,0.012971275336707035,0.014794249896135807,-0.006764870249072923,0.031764627108100775,0.012837198395094788,0.008723981638388778,0.002183047778027428,0.023354036216396156,0.020519524470642682,0.032439101409082065,0.031054401170792577,0.034157012034382775,0.040895982203640276,0.032756058625621566,0.033280623057014964,0.03190114085775031,0.004840929676808527,0.041484185164826735,0.0013400239725826946
Dividend Yield %,0.01553906338590431,0.01507112524378127,-0.0009831838044087866,-0.0012065313380386741,0.01390335891284701,0.016527174014472207,0.021398831616061192,-0.015202056927914097,-0.014704233678034924,0.028322610357903438,0.0024734734431494845,0.0023438937516408265,-0.021396981518803714,-0.0048000347632623334,0.00974064584664596,-0.01679929051606535,-0.01527756650496416,-0.015468721824446932,-0.019513046598551843,0.0032778230090433967,-0.01881902755778502,0.012359628937054445,0.013996923482599446,0.010725537037145853,0.044149651589909904,-0.01324747881803466,-0.00412639848891803,-0.019327549602143758,-0.014367005170387585,0.00818705706937563,-0.00186385147945571,0.006094277781849671,-0.011800302956623984,-0.02413666863090293,0.013839179351835335
Market Cap,-0.002166419882386441,0.01888524799031563,0.04055522353432452,0.07502552650496677,0.001107055254554879,-0.004284415567061292,0.0035272264164462647,0.04029226634109833,0.03126155993242956,0.008192376953399113,-0.0004892031470528752,0.01915152144324073,0.025982296913292045,-0.00444025016549075,0.04838310244347068,0.046938941925757156,0.009120234374268364,0.026852063369829104,0.007429353774511254,0.013985252491264625,0.002761157684029304,-0.0017965587396978847,-0.0011892569380880702,0.042615892281743964,0.03944719014951317,0.005855104952407831,0.022124445493687143,0.025823431977402538,0.020588451398875218,0.015124333333941899,0.009772344716921911,0.006402709180973706,0.03215572433094913,0.01913902530514475,0.04794821250859533
Enterprise Value,-0.011958596468652655,-0.011989459894201363,0.028955892167886712,0.08186744429672904,0.006129499627026564,0.005262404119502094,0.008242276193888025,0.06177362356551328,0.04586727457649444,-0.0018577899224455758,-0.011327857706237239,0.029679458638961133,0.1104659217557212,0.05701348562161154,0.09855828290228304,0.01575267493171309,0.017494244475900003,0.023847157090109143,0.008762639383081798,0.024975383708053998,0.03410172483822201,-0.012053605450205956,-0.0006845085378175128,0.053098622967027276,0.04633241521261644,0.028482688233661055,0.02413996851047173,0.02455396034902732,0.025195435182795142,0.032648952718743136,0.03256702592768429,0.03954213300559072,0.044667505984996296,0.028436549581657467,0.05566669857842461
