,Total Assets,Total Current Assets,"Cash, Cash Equivalents and Short Term Investments",Cash and Cash Equivalents,Cash,"Trade and Other Receivables, Current","Taxes Receivable, Current","Other Receivables, Current","Trade/Accounts Receivable, Current","Prepayments and Deposits, Current",Total Non-Current Assets,Net Mineral Property Interests and Exploration Assets,Total Liabilities,Total Current Liabilities,"Payables and Accrued Expenses, Current","Financial Liabilities, Current",Current Debt and Capital Lease Obligation,Current Portion of Long Term Debt and Capital Lease,Current Portion of Long Term Debt,Other Current Portion of LT Debt,Total Non-Current Liabilities,"Financial Liabilities, Non-Current",Long Term Debt and Capital Lease Obligation,Long Term Debt,"Notes Payables, Non-Current",Total Equity,Equity Attributable to Parent Stockholders,Paid in Capital,Capital Stock,Common Stock,Retained Earnings/Accumulated Deficit,Reserves/Accumulated Comprehensive Income/Losses
Net Change in Cash,0.019707271918074427,0.05346779032607398,0.1964139524704,0.17498619554098394,0.5444447267730438,0.13809782961520098,0.04088926895130087,0.030912211189014892,0.13979199808396817,0.030976765541860126,0.09257403641476429,0.11818381388121516,0.06618547055782345,0.06328579249789633,0.09610433526176704,0.07842400237517257,0.07610685785940402,0.0822332921710696,0.07954685608526632,0.07767304593936851,0.07390943294921065,0.07933657631303771,0.08105766902828268,0.07934470984649633,0.10706751091905797,0.008796345051915285,0.02589152219710742,0.13550149784632431,0.031750684546754816,0.03170457094585926,0.06176102668544234,0.07485867381025536
Ending Cash Position,-0.03292994753722038,0.02901675215146119,0.120641365833017,0.13463973908690846,0.4060768629142136,0.028202992366790417,-0.008248684254086843,-0.020818181651015313,0.04210900632203064,0.07569250048044576,0.10025279879915142,0.04749589137500156,0.040605545125989934,0.007726906038885691,0.04691647884692024,0.026339550873613844,0.03800268952680058,0.042860727982314106,0.045789109772105596,0.04065703867310527,0.03136929688048002,0.018561376801152215,0.042314287683443974,0.03236046929291148,0.08626169978343189,-0.026563099475511144,-0.024450547685707223,-0.00875643350026108,-0.02047156022740201,-0.019731781273001604,0.0032502627235495808,0.02588975746781705
Capital Expenditure,0.08750343784865355,0.1263398687405516,0.2242176141413532,0.14423737370088102,0.0794405399530554,0.11378939037688755,0.08262060641507124,0.08683047796277453,0.1219946030307326,0.08185790867761873,0.17140177315056454,0.17104718286571535,0.1737457178835499,0.12511235226663775,0.251136676551913,0.12695198050484185,0.14873981304157738,0.14982824069504153,0.11728827588959043,0.115184520519472,0.14808161295916628,0.12484244575563765,0.13182821913135037,0.09908489186062365,0.12649227963271775,0.09455146021258279,0.05887857721878565,0.12973532519365757,0.16580898841431532,0.02190190273343565,0.09541737315465501,0.09350826679128439
Free Cash Flow,0.022438909199284696,0.06611578376097499,0.19211819003636207,0.2164454552084928,0.5737388644553706,0.06435427699475146,0.03749852532814715,0.042381733904666145,0.060327265939355154,0.037039088541810414,0.1082537464734781,0.06607122852814472,0.06612033009017826,0.061909563975392996,0.08525876454773137,0.07528149211835083,0.08201774956621496,0.06995505024458976,0.0769964560613101,0.07223338480873799,0.07059646121272714,0.0614741108862269,0.08286609901380504,0.07507840591608254,0.13970080087690356,0.014509731640341328,0.01742095194160636,0.03261116152284255,0.03378273503134888,0.02016426786134262,0.054238354022888666,0.06537014063023332
PE Ratio,0.0794378449902364,0.08905767171605247,0.08433649865567308,0.08370765829690467,0.0908026342754941,0.07199041951319374,0.002568804810967174,0.0049770092783684595,0.08092978478517739,-0.011682999637666577,0.07818039626542296,0.06439662928919718,0.13244181234796495,0.09799847260103016,0.06661351645801095,0.09502057389421323,0.10219823247693269,0.09954909236906234,0.10389714695560506,0.10450746667235378,0.10551768626564426,0.09320287942490713,0.10076633401577241,0.09307059153421474,0.08646827128892273,0.05440938450992238,0.05976806240876956,0.0711617226096592,0.08371755849159303,0.06993732439932768,0.13108152429073813,0.0674466487665829
PE Ratio without NRI,0.05729078708965102,0.10524540215888209,0.06359217741290227,0.04509931087329093,0.035451801890221256,0.07982747769691342,0.003516184069139309,0.0035332855543225095,0.06673760875318817,-0.020345496918310023,0.11614218010391426,0.0681428923369993,0.12288053833800681,0.08955761285636227,0.08383257509247886,0.09438246458650702,0.09208429169780713,0.09779674606239615,0.09288235440506118,0.0948370434261077,0.09415294505118275,0.09522709289924906,0.09044982650644597,0.08572219861333726,0.09384796792443599,0.060259479826454854,0.07603444321562607,0.0718382910118719,0.0758967323610281,0.05128326504248416,0.14502727435919877,0.07855679557414233
Price-to-Owner-Earnings,0.014774763989640031,-0.02161005652651521,0.01839359803301892,0.006140985146374855,-0.001567456175816956,0.010642030877141882,-0.012630712654909731,-0.01194594789190407,0.009932702217865444,-0.012378959648860263,0.010702160191652963,0.034589010430030445,0.028224930909974993,-0.009561044166314167,0.012015451492534327,0.0006394566337525184,-0.015064933127158474,0.014676523273746689,0.0003166703004214141,0.0001764368059396378,-0.004636669392751452,0.0020752149652680896,-0.008232535118334688,0.0009100600820370407,-0.012617646566867275,0.052870901214487724,0.032281904005019076,0.020302942317775786,0.014811922872638968,0.00974267820589896,0.031654022842805093,0.0010196091911462458
PB Ratio,0.04548244185118291,0.02180471525916796,0.005632183439148403,-0.003307594215182341,0.0010291531266764442,0.05699468682841863,0.026992059367566438,0.037834577159002486,0.07108481747658832,0.02228456463539008,0.0078085760048607795,0.017047732792803468,0.029446031542564845,0.0505833340321033,0.005712065044131227,0.03575702662478051,0.04050637508541581,0.043892673974018706,0.04827772682823485,0.04734980743176825,0.04976269425824953,0.036814265370055894,0.042154588630568104,0.04858320130310224,0.035420325741239884,0.03798057351251935,0.03212270081322385,0.030848294533505925,0.061076666985838454,0.05273856965072026,0.029879172584254793,0.05101034528872352
Price-to-Tangible-Book,0.04875236308772282,0.04235172896517951,0.015229292578087432,0.025048140175456528,0.006394842079170315,0.07344398171357736,0.05526914604958926,0.04254780702047721,0.08304098435636253,0.050995873716169246,0.031117605028784953,0.01554711029023126,0.027636887219859605,0.06362880608046004,0.02403455642867949,0.05502388188921324,0.055366255870501854,0.04796286670004123,0.05523582691458613,0.04322832139303558,0.05497649933063172,0.056560062551927213,0.05601213316775977,0.053318871840950646,0.04960284383920647,0.04649596566841506,0.03899341781698827,0.0572524300913632,0.05872184712278109,0.05391868050376782,0.04582081561325161,0.05300436021056674
Price-to-Free-Cash-Flow,0.003360320422872113,0.004951625515228829,0.09335742927760263,0.12052735008868028,0.4290355686423926,0.06667658340981888,-0.007853926509891591,-0.010898569902190146,0.011917951261696412,-0.020322347448889336,0.029513318914970926,0.00856576728374298,0.03154666292461157,-0.009256510981950475,0.0010590209343901169,0.018506907625728562,0.01847272876951462,0.0185936431093298,0.018253826984341442,0.019433038768921492,0.02062524513560836,0.021248783055845436,0.017660670635727457,0.007109786495310426,0.07782877285741295,-0.0027245440645119706,-0.01010329641548978,0.004070805231170138,0.011987625043356447,0.004404911912738023,0.020900232462286172,0.0023927829089232526
Price-to-Operating-Cash-Flow,-0.0015417046938707585,0.04459894427213014,0.06114127788337624,0.07649886468158153,0.3974109297384856,0.11294931779387193,0.010835723771677186,0.008409873942069346,0.12038537601052285,0.015467948521321908,0.004852464605027596,0.03129156011110267,0.009473896269867537,0.039250836505457284,0.05078808665036297,0.06418782883796638,0.07135939555127122,0.062287194043668614,0.07174644746008857,0.06900908985807234,0.07287237354065657,0.0682454055262216,0.0649275231275323,0.060689857048513235,0.08521907794077323,0.0002288832085676389,0.019124478750166145,0.09384442783634224,0.020739818087190467,0.018681623855697667,0.0195107206534011,0.04844111768105804
PS Ratio,0.03226524351035385,-0.010439882653287796,-0.020608090414190247,-0.025007949941684156,-0.021004008115525847,0.02454338253249675,0.0035106381357978443,-0.0012818401442496333,0.04403129894833208,-0.010006336806270564,-0.018687021656613994,-0.028162824097564196,0.010136676671461248,0.019685267198529675,-0.017056717966127795,0.006081900948786369,0.017279401242774283,0.012590978357043092,0.01561669480577237,0.016726141053750115,0.01767313073401817,0.004866625943078132,0.014093005538854878,0.01430239664986589,0.015546224079824648,0.022799935791042593,0.016303599663456694,0.012855648753152395,0.04017678140107757,0.03500650277755112,0.01514790090320455,0.01807772328341364
PEG Ratio,0.04207660411235098,-0.006341894383089534,-0.01814777929918613,-0.019013081540002405,-0.023254153510426197,0.03888066607008289,0.008879029687960945,0.010660502873451333,0.04816843598060045,-0.011983623963356196,-0.015068259102287599,-0.02069705417654893,0.019487272480031646,0.03236026262587894,-0.013819763169025891,0.008697783130034482,0.01929796060863445,0.01403463924181058,0.02360539643747308,0.021450856707807858,0.020079858277060818,0.0076021454375306795,0.02097420538189937,0.026582306716343235,0.005472386147021328,0.03666489055764114,0.030404190839984645,0.03926555167120648,0.04500473330292191,0.041758898527379976,0.001976450855931399,0.03117301652834091
EV-to-Revenue,0.031248558911574294,0.004085517327006691,-0.008991371928674956,0.008036862891798665,-0.016483120011946212,0.03262606720209951,0.020261686653138433,0.005488710269133108,0.04462202714310819,0.002685615049269027,0.0032299017641208697,-0.01794466913041342,0.006915900507091267,0.02263839281594568,0.06250878709317205,0.005995219298747819,-0.001077831007921629,-0.0066507880436740205,0.009836787301945437,0.009033128078333036,0.014788861616514767,0.009882677064977492,-0.009442218362968017,0.008201125513186316,0.015514722475417648,0.020248623095048813,0.03277441436021778,0.023179165969715563,0.03487717579956432,0.0366595464969749,0.011522617859141283,0.030250449125585936
EV-to-EBITDA,0.040425606113846616,0.030862100195746707,-0.035839233387444464,0.00820763329796093,-0.013406493364771621,0.015161822974455575,-0.021479896917634026,-0.012607892863112062,0.015502680293083278,-0.0214842013027361,0.03216777411478289,-0.03698001487997319,0.04023209579109857,0.028646216353667375,0.010134946822451443,0.04094521418469399,0.03835131150594475,0.027611511178062837,0.038082326658299,0.036982238904453325,0.046730029492627556,0.04043305494874893,0.03325677444154754,0.053319566581955365,0.030028196595216324,0.03890600334610493,0.009136596437551842,0.018155855279293094,0.018053923273635458,0.04612882846216002,-0.0008714853290373377,0.017380251920554216
EV-to-EBIT,0.013529434738862978,0.023464688277732907,-0.02859398627123919,0.01804669689154038,-0.009798860385065056,0.02621452425254494,-0.009850763660750123,0.0018731379723455448,0.015414620773201954,-0.01961581050910783,0.025939734579748047,-0.035544209226582385,0.05906165901425843,0.034190950214059566,0.022846954105968154,0.03485353902748618,0.027107659248978594,0.022895198323524175,0.030186488192426524,0.02973678197434118,0.03326027798798974,0.035907893815380225,0.027096511980590453,0.035104095347378135,0.02325453114256934,0.005474268116227319,-0.021664633895730905,-0.013185150762443702,-0.014346129422940841,0.02087193164236447,-0.019215874966914626,0.013541321364411926
Earnings Yield (Joel Greenblatt) %,-0.012578957275710614,0.04366705845844811,-0.001641896605737546,-0.00325722754383778,-0.021213615422347846,0.058637354476544015,0.011865121158849981,0.01109143641128724,0.06793589801656821,0.009897559832496296,-0.0018828722226047329,-0.0005764022271455603,-0.009174038261154073,0.03617468889651833,0.000938225396158726,0.07274426972853981,0.06799025422492906,0.058830557236260274,0.06580846029935773,0.06980477505914438,0.07363496820066512,0.07274426972853981,0.06551167199706415,0.0474418140495914,0.06881833720065612,-0.0004619915187947625,0.01959809134218868,0.017609137693004102,0.003681300200086346,0.010166993568052674,0.05273331888401143,0.03990418136863866
Forward Rate of Return (Yacktman) %,-0.011037150911188412,0.016144343721246963,0.09354060046106957,0.029425993218974263,-0.0012472701153443335,0.011698040085936431,-0.002842381823767381,-0.00557422846653153,0.001741098895041935,-0.013637232866898441,0.02020958346870648,0.03206304031674373,-5.056337161615798e-05,-0.007915843189347927,0.02920236860889788,0.03226787227936009,0.0361087535076168,0.033979669530002234,0.05371476511556517,0.052827662448225406,0.03158927054775483,0.033838790672823596,0.02866861122295173,0.008696547232179448,0.03408991577792335,-0.00966599657705886,0.006386171313319783,0.0029584259089024756,-0.004080116981250999,0.00020272510845946836,0.013812202983529975,0.0019487265153331642
Shiller PE Ratio,0.007436258080143544,0.02569764534304963,-0.0014557745728033375,0.0028484445358565626,-0.022461649884457834,0.03219844897604877,-0.0010785019186103063,0.012878788319906305,0.034825657517372904,-0.009952948297422595,-0.03160125590745621,0.011442147224630536,-0.001866560807798489,0.02059432897369688,0.0029359062037836283,0.04650205472156586,0.05298540523677222,0.04806254305522129,0.045120526636956836,0.05544910866741507,0.04575521549308278,0.027520051074111714,0.05272815979159011,0.05120371701402184,0.04765259998162569,0.00352787162168622,0.016469735305217274,0.01227265246116823,0.01604557097698408,0.010042514921954028,0.024739187891320406,0.029889895143931373
Dividend Yield %,0.008899130606363865,0.007115638966333454,-0.003762977720101557,0.009450818507662856,-0.011454455111544432,0.05207593263695194,0.01958770147323322,0.02383076751660136,0.05372535911099622,0.021208634291596595,-0.0007740636205619978,0.0025958156759146255,0.005585635379211669,0.030667782067143618,0.00015383579248388532,0.024637598657005086,0.02801754398497638,0.020726728481654362,0.020727521276343457,0.02421461144100375,0.02554345222729303,0.026291486832446344,0.02848707461216716,0.03255786789790522,0.026635917748101992,0.020978192858757964,0.03333019137989392,0.03787353396176212,0.0056116571904236655,0.012256447108176974,0.058535148305432966,0.025074365463203057
Market Cap,0.005224039931624611,0.045293514490966635,0.08086108346567532,0.0878027653888266,0.07698071068879409,0.09484360453472716,0.024583208811407103,0.018909971310685832,0.037737677485950555,0.01812651369555212,0.08082090242689435,0.07506374493676128,0.05080260555898657,0.04521020198541361,0.05317881348271674,0.05030668071074316,0.060317444860715094,0.05675128024781856,0.04952341663849119,0.059195218062871965,0.06279730724119435,0.04147477512158819,0.06455908088856668,0.05277025807157697,0.040037044923938385,-0.008422228696113558,-0.005054728895885731,0.02800417195287376,0.018694984261594483,0.01824938343343293,0.017749214010384567,0.037449326275523165
Enterprise Value,0.02299789964292032,0.05291309340047062,0.07511008354856752,0.07577179452477832,0.04089571545686157,0.05881911274605415,0.03504301437642472,0.03157640691856217,0.05017936769831314,0.023641191287550867,0.07155998283245828,0.0755333319618629,0.06558171657615021,0.0640511710958424,0.07685669439932107,0.06763031740348088,0.0669126917922083,0.06794783457688257,0.06779374022375832,0.05694955788500948,0.060387482560924716,0.06939166666896736,0.0649717061540039,0.06935123203706585,0.058447908945978407,8.102912309292045e-05,0.008612630767879777,0.013876913873856499,0.014635221579649457,-0.0032647589530715834,0.006489859013794238,0.07232221043416642
Month End Stock Price.1,0.01239248805369645,0.053844736057360995,0.0116411135907714,0.01721768951597829,-0.019911344242234258,0.03362945010411592,0.014251042094268848,0.012419422289625144,0.044264201221851686,0.010340512569983654,0.002566853083370602,0.008037011048225913,0.006785705981951759,0.02586507272263752,0.007103649608981837,0.06681405288137983,0.06828534308929053,0.06434905801524222,0.0714335468826356,0.07262578741178093,0.07204057759295206,0.0656571060191013,0.07073522453525316,0.06443054172756058,0.07152744576772932,0.0178480044714278,0.03512701505458079,0.025823946534375083,0.039762875463799495,0.0743700204598193,0.027595003767290016,0.03673282939952828
Net Cash per Share,0.19683445652440418,0.17846877041648884,0.19314696938903367,0.21121793799225597,0.554584883546857,0.11096613121138013,0.11666550681073456,0.11641471152065311,0.11938929203210144,0.11101203924927237,0.17448731411450982,0.11231985370803454,0.08792484644559141,0.11900803682843845,0.10153466431420725,0.13561267158862475,0.13709425776856046,0.11759520638475013,0.13376815319470703,0.13367979150515164,0.13326067132133348,0.13898014352388494,0.14308855909279766,0.13619478889411463,0.1227280566954958,0.16454762106452933,0.119656718751533,0.16269495286134705,0.20841747096996505,0.14382334187886883,0.1230690277751213,0.10499512779974365
Net Current Asset Value,0.13990175009006656,0.316683987631991,0.13067439321883037,0.09012323537314984,0.039119307735888204,0.19739655924958624,0.10721623063239906,0.17268070386958295,0.19228507162325403,0.10762418418397661,0.1428760745296914,0.15729098091909674,0.06714724721012846,0.19007002209581553,0.17165288835857917,0.2024646399969008,0.20076892198966523,0.18494949510227965,0.20232160205271923,0.20184323540112353,0.14756789706839651,0.125563016631592,0.08382885789445538,0.0723013615467998,0.13257544920240966,0.06455184031044424,0.09694039007843586,0.08892320171536021,0.0791428979181829,0.07298369417557242,0.05147580669674459,0.10238776152319123
Net-Net Working Capital,0.1087322520686825,0.12863467111321195,0.07429638424226648,0.11833625290847419,0.05076756855534794,0.1256185720639944,0.12349050477969684,0.11765284726832659,0.13523161594683994,0.11765298822904313,0.11663662794943618,0.11876451539077788,0.12421825560176535,0.12697615752675692,0.0997563313348828,0.1492808983844562,0.17319407246680618,0.16079611570779456,0.1419775506748094,0.14127375845293774,0.14810079174303045,0.1444204347589844,0.17378669957798532,0.14394717939505744,0.12717121614600807,0.12006998759073731,0.12701341807119648,0.2422345761657059,0.23927940595832503,0.08571659743849425,0.10278861371160021,0.11358797721462462
Intrinsic Value: Projected FCF,-0.004197424569097716,-0.0025957112334516574,0.006893326488394722,0.0006653205288833695,-0.021258267291278672,0.04048140454515757,0.0047463464484733976,0.0037794158938414474,0.04826259097110738,0.007797636006967981,-0.012049987753495138,0.006895128017534565,-0.012301067215237863,0.022830236590630177,0.001160769071353246,0.032855512995079744,0.028040670533200463,0.028758867725627246,0.030456268324980783,0.030661808085271577,0.023564334934312627,0.02987212615665878,0.026777973396836338,0.00974414397193494,0.03311121261063552,0.005571733890855815,0.026591160114436085,0.03765829282562028,0.02337427298515229,0.016262806691498627,0.044133487430527904,0.040785611250124795
Median PS Value,0.025820860005150763,0.004904564152322623,0.00726632191601312,-0.024367667179111645,-0.04820431634499664,0.038165979483295406,0.009141211393127437,0.008096561403004056,0.04362695934744019,0.005389325781372307,0.010814120238457285,-0.03092740900689609,0.0028439921725308577,0.023272275752496595,0.010230876739492403,0.006797886461862145,0.013252700334607369,0.01690249229435237,0.01568248846823378,0.017709707540133277,0.019406095967701403,-0.0015433804871483028,0.006472417867296867,0.010835794349570974,0.010614844780131942,0.018869913343197715,0.011846645652129874,0.013072873563071663,0.03401841276107043,0.03288129995781277,0.018746487405329137,0.029506344417932186
Peter Lynch Fair Value,0.03905213435689182,0.01161955804771069,0.01821731572402602,0.00826280864555721,-0.018377438997552974,0.05448686904411637,0.005686940311605693,0.017243701992361887,0.0537202857109683,-0.009130360105005142,0.004736649031144608,0.017286666285601094,-0.0018086702902633195,0.03962697998147826,-0.0007064570322240386,0.02562210717071332,0.02225543198911632,0.027375051746324278,0.020137621542143935,0.021984891049882247,0.022291876131325987,0.02371025145692727,0.023786823414284813,0.01909737058001498,0.021014484079511307,0.035288249271152754,0.03385519770100355,0.042980567537443747,0.048951601030194664,0.033517326487509866,0.0116664513825042,0.053328962171341164
Graham Number,0.02296807192939412,-0.007536070936458238,-0.044504657440836544,-0.01821452946948697,-0.020671000872092206,0.03071402783388881,-0.007381040488209093,0.00453948581940291,0.03722354816415418,-0.029780603159725912,0.006775967815804127,-0.03137863485106406,-0.012955438781232058,0.0045216367837843646,-0.02181319156181555,0.003541617640921032,0.0004639555780770279,-0.00389137568343055,0.011809648524657898,0.006112202656805478,0.02158121329950488,-0.009354463003174652,-0.013072002610836336,0.021560326387125444,0.019502852652199358,0.021860442743463594,-0.005998296661541907,0.0030645817707676323,0.021346920692967487,0.023738570526702737,-7.757694829913734e-05,0.0029619456146013933
Earnings Power Value (EPV),0.0020786476577450506,0.03505044167816818,0.06931518055926551,0.061113008221149526,0.019077880358045144,0.043708031759005624,0.01737062156715889,0.023992778365917906,0.04383595105109267,0.01435339701704663,0.050297209264988194,0.06117360619318829,0.05419626935742303,0.025547455525260162,0.04925851338124875,0.06100080047465034,0.05727535805593853,0.061803519260141694,0.06257651473077767,0.06894142004331802,0.05724138459754972,0.056950521498309814,0.058099086475070325,0.05871395716315585,0.06131470290170559,0.06573305399076602,0.03006629894648334,0.04311394384290577,0.023186662522078936,0.018892210096493466,0.07559430897193581,0.034799355550114645
Altman Z-Score,0.02992825065659881,0.010699046151295211,-0.009165433258709312,-0.029755495258654292,-0.02001394513079829,0.038528484548439164,-0.018480993354902744,0.007060849019914215,0.04278396048672467,-0.0173636289394395,0.0071140991794670086,-0.021254456331498937,0.0143978905081622,0.022342030970328053,-0.03002240280473445,0.020522051532633222,0.012773854253642698,0.016422446367268514,0.015939588270435172,0.016577022972578324,0.019793419759150166,0.013980857727236723,0.009840746913489483,0.02221019484197373,0.019137777602006995,0.03031978529836672,-0.0005587989017752071,0.013798660341107622,0.04093034213059277,0.03106633532947446,0.012477662324577282,0.026896203989062978
Piotroski F-Score,-0.04429909293188136,-0.036779868470175114,-0.04260609242043128,-0.053257811362839434,-0.04085236626890127,-0.014967556831587773,-0.04499513476683803,-0.024385011952805367,-0.022163471355112735,-0.025888398904107317,-0.04325276394805721,-0.06292275053850442,-0.03456322644917651,-0.028125637969202824,-0.05171203795926941,-0.01880955081726398,-0.023943356688400315,-0.017856447436455685,-0.024789727496028424,-0.019372979564991857,-0.020490225608504557,-0.01822179314805955,-0.04251210050919583,-0.03519778212408679,-0.025094313528595848,-0.03591739948496129,-0.03422841071710702,-0.055884200883322646,-0.032741333265266064,-0.03517199611380134,-0.03573445043162769,-0.010851716105268121
Beneish M-Score,0.08363413849413634,0.09140807690082214,0.093831603119712,0.07597452486313531,0.06168862226273244,0.09595071114566202,0.06421292646554949,0.09435012095435039,0.09532795634569288,0.08822418565616742,0.1268545516866707,0.0733622207869107,0.07278659489093184,0.059668003633794715,0.12753621923733383,0.10051921070173704,0.07753233450961,0.07175835871982753,0.10038772088158116,0.08466263460513768,0.08400743475382673,0.09811299497662973,0.06259828162564472,0.08985192179816617,0.09624362946443477,0.08271413394405899,0.06388589089032777,0.06262043767017603,0.09701859285963922,0.14040068605911707,0.0847169078347657,0.06445986406597334
Scaled Net Operating Assets,0.16105603562747595,0.1580375901163932,0.03845859248603124,0.04912542538608885,0.018865897941535776,0.07299054871995045,0.04664953390484019,0.04370587946405532,0.07353359810865215,0.04621808953590923,0.14599764395625744,0.07063877307506812,0.03469328036243937,0.05566368805692354,0.03876616424433267,0.0655396233218754,0.07292032097715989,0.06207354811816871,0.07903412729154446,0.06552944708924327,0.06631543843939496,0.06354058611323414,0.07060600866637111,0.06955927126172341,0.07250041199426306,0.06686584775174007,0.08549507955441657,0.09280795405890359,0.08002617252047771,0.07408993270429268,0.08837644131325167,0.0650146191289832
Sloan Ratio %,0.03718929428145673,0.021264839484019134,0.015557599033365207,0.04421684206252172,0.010428696032765054,0.037448152193635884,0.005165582061885828,0.0023485551545714637,0.0328069568380585,-0.005279011888485244,0.014056177153556969,0.053346300112357484,0.04140439407692834,0.030239677530339827,0.01675841486794195,0.04653317902749793,0.0564974495192063,0.037980109870431294,0.045702268321985255,0.04460303010912696,0.04629434886884716,0.04642053303386595,0.05800326629444298,0.056419776604442425,0.033430034661694016,0.10347002510667531,0.028277258744785767,0.04985605107072208,0.04483906494301983,0.048035521767666824,0.0009482747102974561,0.02141204993855917
Current Ratio,0.02577284988476908,0.12473963791141847,-0.0016883625129545323,-0.0033302558045885376,-0.009471008978493631,0.1357894971863241,0.060041531135167574,0.12102908080565293,0.08527275123402202,0.045635404648645406,0.03419987760512695,0.00824491278616046,0.0029242973975760487,0.09108765040292617,0.017857543397282787,0.0563830495634711,0.057987830674128014,0.04267220566743667,0.08579120995659528,0.0921229692865192,0.07059141138510848,0.05273206860460903,0.028751260925790008,0.03169436207604538,0.07433388797124078,0.03018984134837603,0.04293724934512865,0.027000824072745,0.035091033068331536,0.029668540758132002,0.015166881649663216,0.0451094703582719
Quick Ratio,0.021076741785294686,0.002121388728704636,-0.00801783022192228,-0.00771804680654612,-0.02146049322754444,0.04608234145182277,-0.0070201077502811075,0.013936653561226463,0.048505675194863575,0.0012636799861124133,-0.012740152619400159,-0.03509265267668069,0.0022805840605846063,0.032184367414465155,-0.01566381317990022,0.03034072802020312,0.029380875365420164,0.023672253989996478,0.03306682283401081,0.03300701919627215,0.026199971211021068,0.02627007550108291,0.02172927396884858,0.024592882284871387,0.012123333981499427,0.044099616197828234,0.006002554733007294,0.005476200840784042,0.03623983736769398,0.03726169114887188,0.020176588666058308,0.031328969091974516
Cash Ratio,0.03851534235382846,0.025437179612004722,0.027964260679480078,0.1434287712025018,0.626252202848876,0.05265345057130053,0.018339518305066662,0.014709735498010941,0.03976554857891943,0.04768163096979117,-0.009904031878910154,0.00625298883951955,0.0020763766707927464,0.032626135754771024,-0.006252123565332139,0.025183490994082805,0.03314779123220413,0.020305589150061042,0.018845490067277138,0.02180572378196872,0.027620996182845716,0.02096538171425922,0.02253070143763675,0.021323515171534673,0.06069457750798108,0.08330239079896352,0.009719537637441563,0.09334840326352588,0.021231141565822634,0.0296896913202849,0.014105490724717389,0.03362984676104606
Interest Coverage,0.15377344502781143,0.19209974343166547,0.1816944963117057,0.236396696152413,0.15831852008839725,0.17540863388349628,0.07158001562261078,0.07190760154083871,0.15956981356556135,0.060628881344954644,0.2309054272141329,0.2232741128846358,0.21412799568204574,0.17939980915584922,0.20612672823420228,0.21012903177719833,0.19032048404625113,0.19484289220007672,0.19103562170137328,0.20448474215277085,0.18332542278980501,0.19013526608595752,0.18770940060839325,0.1693225713607238,0.19392399112209446,0.14158498021681679,0.16220978778971784,0.18457461672309214,0.16815055871021511,0.1568186448547423,0.22994573170673965,0.16278754469721032
Highest Stock Price,0.015425100819355147,0.044256420941520776,0.010651255277315922,-0.01760079637294585,-0.02172317257556557,0.049093996586561855,0.011784677674780001,0.013103543596768918,0.06143897406812346,0.010848816098904137,0.008745598973772228,0.01354124012626907,0.007354589561192388,0.03951638969873168,-0.004350333741096386,0.06385054314129744,0.06257205163422029,0.054127894082077604,0.06451050519431019,0.06895930023746094,0.06635130928470742,0.06637070780733186,0.06257791707358118,0.053552030531502925,0.06912107814636619,0.0019355105788829178,0.03031947181038044,0.01728241416929559,0.12603131252875613,0.12935730587888908,0.020561713942581546,0.051592752573946944
Lowest Stock Price,0.016992331439305702,0.047774897477568655,0.01581041252018731,-0.030105552127794265,-0.0205695944279918,0.038920649989258524,0.011003735146232107,0.009591304136601518,0.044867430289352875,0.009582724887941561,0.00524563689252956,0.013188756165985775,-0.007989260351381892,0.02742070711914302,-0.009207443000894476,0.05567867343805619,0.045194823331338924,0.044360836797028166,0.0555607458727143,0.05859558836156174,0.05732119420956815,0.057989263857636905,0.059205862703117895,0.05898900443767705,0.05799655694317516,0.01712467243290495,0.03670838149676395,0.01623665204415586,0.06324120393930774,0.13023163060909887,0.023843603815831504,0.03895892190351495
Shares Buyback Ratio %,0.03090566809968565,0.003691815668856768,0.026954320777247263,0.011990056009185136,-0.002918914258512058,0.058356381949695564,0.012274638771273117,0.010595546532337937,0.0645052833426469,0.011988710272395986,0.024000024851985265,0.035471975240806114,0.031310543947946114,0.04711317504457372,0.03261106899019393,0.03830185448425921,0.04332284892184799,0.02647436508719018,0.0370544281929089,0.032216874492474595,0.04199656362618284,0.040024922848732034,0.041366899417688535,0.01228308834408605,0.045485946868302304,0.0846996888144191,0.11223254164763868,0.0546699739195447,0.12088436450367315,0.10539818335066527,0.05264084535970547,0.06693552989658776
Buyback Yield %,-0.011713381800691047,-0.030383981078408603,-0.009763001752472765,0.009560784742178342,0.003680266422356151,-0.020191456914517576,0.01682215035641751,0.009451508705744713,-0.017688828918033,0.01411147101365726,-0.008566872423996126,0.002096457235680798,0.03966082979516629,-0.023746115743215133,0.00810332712979811,-0.00520323265874769,-0.023245249562524897,-0.03417119193138957,-0.04143714242483379,-0.027192756786579078,-0.014886617318757941,-0.015475611204993498,-0.025752321103832656,-0.02048093633442337,-0.026102976747290278,-0.00442899637361788,0.011246446415759627,0.035593931406510335,0.03151840993428481,0.01611161675961793,-0.0164704623760423,-0.020247485632066256
