,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,"Issuance of/Repayments for Debt, Net","Issuance of/Repayments for Long Term Debt, Net",Proceeds from Issuance of Long Term Debt,Repayments for Long Term Debt,Cash Dividends and Interest Paid,Cash Dividends Paid to Non-Controlling/Minority Interests,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
"  Inventories, Work In Process",0.03303542167658657,0.014511925307857058,0.11968132485036356,0.11958345020668998,0.014040311549198511,0.026352563129298255,0.03201987561106927,0.024928127435439946,0.11061222777563605,0.11529027415521095,0.10986454146330765,0.02473514798691515,0.017305541750391066,0.08534629596011135,0.11160146958361503,-0.036433212675094806,-0.007966778544101997,-0.009117802278157693,-0.011627724121456648,-0.015109775855014173,0.03248246420343457,0.11272558563528785,0.10801372353947247,0.024133695780931032,0.03560370010029436,0.035229847035159134,0.03340357360311055,0.040200264005228,0.03560114845104541,-0.0041203330379891295,0.050782097068749296,0.05351748989291374,0.071614968568432,0.0405369711580054,0.027973035645208044,0.03553619745722252,0.016282393908738264,0.2220322541120644,0.018626118870424202,0.014188039743066374,0.05506485077593528,0.0782797638736566,0.09746192840837094,0.06600928912863384,0.0290669663093954,0.04397537881966932,-0.025780523313275162,-0.016307214736044285,0.02963614254658947,0.03221532477180373,0.010020936439899876,0.11566829961897812,0.08602148549774197,0.01691299533428943,0.13153681404298828,0.09363375027992211,0.13873415440412165,-0.017205288795014435,0.08945172536344867,0.017592637082960147,0.011540509986037827
"  Inventories, Inventories Adjustments",0.08715678861280429,0.08341987834085668,0.06360719358959072,0.06914810415869192,0.10309536358363769,0.09871745865197365,0.1877994394947054,0.08542579514992421,0.08492874502218434,0.07602041260164302,0.07369383789375693,0.08449835158383504,0.09232751200924333,0.08329222039436743,0.10251054068971704,0.19060008456506447,0.11201074640127683,0.10235975083330921,0.10784424280143554,0.182033903090184,0.14703703450432554,0.12513475088113937,0.11724381938116911,0.09672482102023817,0.17053564342042515,0.10096579905900196,0.12500867723597167,0.12052612993595335,0.08181330722362648,0.0632725023526433,0.35618004213172727,0.12318925403653316,0.08165284476838074,0.1098484510404776,0.1723704791579628,0.09855335577006887,0.08218073599068444,0.04799621328471968,0.07746496108634371,0.07617205102892169,0.07881849028141151,0.05476690165553886,0.12214246731784187,0.07723546208588263,0.21364645671849847,0.13938817819836063,0.09195048798863033,0.08939064711690656,0.10555103484936144,0.10637086952803419,0.06046098398776888,0.1227861313907562,0.09559463942375702,0.08341278381855358,0.09617159382728406,0.09731451268867151,0.03646667618073039,0.06472940730710643,0.09614664103676923,0.05719028599459992,0.05853886197399949
"  Inventories, Finished Goods",0.018984220973613228,0.017020669402957454,0.018497788543238327,0.005971073993121994,0.05463524158882239,0.042852164451753015,0.01928426650136078,0.027922833402629754,0.023023829100120345,0.011873096170089517,0.022786871173171016,0.017922809288555396,0.006901845961223513,0.019907878366769653,0.011758558373541426,0.00953439118612976,0.024564504663819216,0.022704151300894912,0.02977616111569362,0.022126401734577132,0.03414125265395564,0.03404851805426271,0.03328468966086888,0.034857575946208336,0.045246816826913075,0.03772499320606546,0.05865074665650015,0.060981020910811035,0.08495221776704037,0.0029507622611596902,0.09490643086524647,-0.013610774955581825,-0.0016207019580657686,0.010479853026782731,0.006704133277348449,0.01128018490014244,0.03771630999630068,0.046625380958161766,-0.019520916898726128,-0.02141161491021986,0.06583049864650843,-0.0068002510253910384,0.08837353212649911,0.00922300353904835,0.07118531621870212,0.028518011496202405,0.04377963563775235,0.03824450981764904,0.06076862487586205,0.06364026240999485,0.0056987645250052826,0.009758534463566775,0.01650815892716512,0.02566457340436987,0.0892791601224558,0.018746063843992692,-0.01567157233449863,0.029459860278673877,0.018426491749779672,0.020505500851856366,-0.00819747112585632
"  Inventories, Other",0.03602134194064514,0.039685331314428716,0.010896936091178734,0.024916818998050465,0.03260603248990384,0.07071008426645256,0.09645260603998683,0.016636260658829415,0.022194055295898532,0.024372971378140987,0.019016028423152455,0.044086984935934416,0.02809041824898518,0.037164638419442016,0.03232958883082514,0.07550114851008549,0.03688057169271545,0.02950738655530088,0.036003901494371215,-0.0001896794363859932,0.053238298079039445,0.04296945252323295,0.056734018005245836,0.02892274836568705,0.03360358689980253,0.058399102211556024,0.07960413215161624,0.07441513140045562,0.1518126184052823,0.03354332950764541,0.289904642558239,0.06545301428238796,0.025700381859125265,0.03815889059954566,0.06297504175761968,0.022139703936029886,0.0571508726175147,0.13508213111006756,-0.024474723515575492,-0.036578156441640024,0.06163735925775763,0.05442988996397149,0.1432859036947493,0.09395822195925582,0.13736006610352655,0.04359811923034913,0.05252222770627658,0.050327332680054834,0.05372244468018447,0.06362730424969427,0.026444004814418127,0.05108263117725997,0.054535450803250896,0.06953649853865537,0.058566824701018566,0.03804727043001343,0.013806943799498657,0.04556948398957514,0.03781489809948848,0.0224813800706689,0.01445591265648325
Total Inventories,0.012095546718787431,0.010561036751523954,0.03906865531179643,0.019544604618083675,0.01399303544862409,0.04990158842408566,0.0011724769016383373,0.00040576763878719894,0.047228395410602246,0.01385925494646086,0.04458938355705315,0.006446344628861898,0.021420400217666107,0.010203979877243871,0.02652360633489875,0.10327716693945607,0.05859558372780142,0.06033131368771863,0.06133523317816293,0.01202888614191463,0.006342784867341243,0.04562068672301617,0.04593453612684957,0.05784117000651806,0.0679765467230821,0.06271810092417758,0.05094009784923473,0.03957761772975652,-0.0014620905166752387,0.019353252599783485,0.20807210457159264,0.028881084651274088,0.028175092381692413,-0.0064100068459601225,-0.017358939835371047,-0.014551860537062807,0.027976735784040564,0.029879385316820405,0.022810263006647687,0.01095070732559514,-0.009346939303103985,-0.010298156536791076,0.011617634456695588,0.06649040237816276,0.14621697324822377,0.05443048671853734,0.013455332027700771,0.021084661398663256,0.03071718790851476,0.04745580226881311,0.019590151726749546,0.016603954276221227,0.010981975366621871,0.0391853330695598,0.01834773828486109,0.02488770876732672,0.017929137891451574,0.056690641167330094,0.011411467817659749,0.023567764470541458,0.010239899353924572
Other Current Assets,0.025810833480545067,0.017588186642852943,0.008310587403427543,0.04156019987660653,0.030285894656216266,0.05808013634805155,0.01988663131558275,0.03752104190294612,0.025925343802058003,0.03422078736805393,0.025027218024983106,0.01892108976210838,0.006246628424846612,0.023390091253224006,0.03011461309574267,0.05193020529799251,-9.4447048361407e-05,0.010336246297182028,0.020015666342795134,0.02591294673893196,0.03348012888866162,0.043493988966219886,0.06872030136112245,0.02738783747117445,0.04183537259468788,0.10036392729612915,0.11304426016461303,0.1235358377566708,0.16106895857071565,0.003350637798909136,0.08873245127173035,0.03091757804511064,0.08658480225603345,0.027542116296393252,0.07045368751317574,0.10416268317054528,0.14945189020199315,0.1274214322776095,0.07775778783807984,0.05129540345425765,0.04558681919215698,0.08783000702607363,0.05354098280224931,0.07287463118482963,0.12407385085589932,0.10593402740758885,0.08530755348171118,0.04544440904018231,0.029677985121135456,0.021265181615651156,0.06308071516517838,0.040168200012350275,0.03369805690019862,0.03218953968136732,0.15627434854547134,0.03480279973571914,0.005903100592307819,0.006149651600070823,0.05058844042844971,0.06810957823297131,0.00585195348380799
Total Current Assets,0.05379902572671178,0.005236309830029288,0.0014086954140055466,0.03781742057298096,0.037662091661039884,-0.004390122427381684,0.022265266715334672,0.05036048604167184,-0.0020791111357704732,0.021578257770512522,-0.014996943901811204,0.052564674153248135,0.005236309830029288,0.0324376364120878,0.027004960428851428,0.05216146492872508,-0.03244959538479095,-0.02502984362649964,-0.017469306597548685,0.018522479643108027,0.016524821252290118,0.04941248304772378,0.023984581621095808,-0.01675824972353278,0.05250385588656961,0.06284708404647155,0.06404159852549783,0.0828865153825339,0.009554033483816214,-0.021383711196599164,0.008214665768080593,-0.002477338319819241,0.06253410712762347,0.015856833279695965,-0.008685976218204248,0.053263731116194306,0.10820111962508415,0.07892057538500498,0.0727695151394429,0.07084227262600931,0.03507672840972437,0.02522281655041222,0.021291432024600015,0.10050038599679446,0.08664294141670277,0.12244866437586842,0.09366995266875665,0.07246113521931997,0.061708095086714626,0.06494005047672373,0.041892674811164064,-0.01756425021785104,0.04519565874434701,-0.019376616182860143,0.09946402913240332,0.023894931143643033,0.03265657976777167,-0.011124012281700102,0.034306661937256525,0.07973229968235086,0.030711111431568728
Investments And Advances,0.012542046130325448,0.03394874364508467,0.09525872634887611,0.11425989933451221,0.002259868974103187,0.011292419882948273,0.054079363404458757,0.05495779336692733,0.13801238616224526,0.10717134470186691,0.10893035527709646,0.012358820516848258,0.021994101417171397,0.07539687797186898,0.15244923810708358,0.012415386806382107,0.0053363619498852915,0.021828331420944314,0.02302091914037266,0.029741130611375913,0.05259186105656943,0.20184328575308877,0.20457646168976196,0.04068133982991728,0.04975269848107078,0.04628065161596021,0.019946243222526017,0.05980630702407381,0.028425233000006205,0.02773205278985849,0.0010036503420121148,0.06453662185864209,0.07012712002621045,0.05385637828605427,0.02829133915979576,0.03394698913589794,-0.003736224216277927,0.15279681982820748,0.07550615020755451,0.07982013918113494,0.07076092928114361,0.03363974242322559,0.0618662286124194,0.1037651358340243,0.09668316737990483,0.15905486456052226,-0.024684826259857354,-0.025076958988352452,0.07188646234128165,0.05570061488775289,-0.005183415500112453,0.14110409449408368,0.12086100892950843,0.0374711513288747,0.16489456758993146,0.11354912658000217,0.11986152184445907,-0.012730002142953887,0.1083568585718624,0.03308364627408991,0.006104662065705819
  Land And Improvements,0.008694864951909118,-0.025309479626248483,0.06403729227871688,0.08634528000025979,-0.015095721406940847,-0.030039775306826572,0.022191298150797026,0.04539480164852172,0.08996086895253637,0.11088733226361673,0.07868936323416117,0.00035272391711978646,-0.023067214694180153,0.07121506167599401,0.1313744085152602,-0.008790123953708108,0.002260775935153948,0.0052392271996908185,0.003942198946803451,0.014446369486269674,0.044409523813491066,0.10132884210152185,0.10502749986491794,0.027659934971939013,0.038048415046108744,0.04026155250690861,0.023685099167623794,0.051957326112458936,0.013946068480827748,-0.017017459011606485,-0.0005499311983809695,0.08916696851473296,0.04122909261473321,0.0470043285557447,0.04357148596668885,-0.008383045308169851,-0.0007433876260664816,0.13773810004506107,-0.007937209731574694,-0.022826040838285516,0.0726656554859396,0.10403917358367623,0.0628871977657542,0.01723536119920494,0.08833449870953208,0.12033795493299666,-0.018541666339042452,-0.03213820257610653,0.054999119356131165,0.04877273793297231,-0.004475419606695938,0.13867904340526196,0.08914616932953771,0.007824329384616987,0.13685737847475232,0.08219120212756767,0.08975796182463062,-0.021295817409350378,0.07788001432055698,0.021036081246023654,0.0009632857213437264
  Buildings And Improvements,-0.02655855343506267,-0.024325366530948755,-0.04306656148585283,-0.022012437460774595,0.05692031945460284,0.0028863355601728255,-0.012577325057015355,0.012536077797650914,-0.018892558721507472,-0.023911768611968646,-0.02675275036376204,-0.02739962656470821,-0.023706680537738712,-0.01031497063719123,-0.00598686303126076,0.03365090640463959,0.03145278021308002,0.037123605310334706,0.036548020054681156,0.06716402289671727,0.0309765247656389,-0.017864944044746485,0.002098154780032415,-0.00703876647719115,0.030156358935042978,0.02486093700131962,0.03544349305536387,0.028545446297081587,0.017470877496838472,-0.0005569927811737863,0.06724990255135915,0.017144205380338992,-0.020251726969133275,0.07928808203721427,0.07881526923145636,0.013806903059800098,0.06157880596684201,0.04251779119391328,-0.018024129533272273,-0.02174024271305524,0.018614373496342068,0.002918629306951505,0.09319248092953394,0.011633959400453956,0.03757468203042373,0.023313140917798434,0.029329933429823964,0.026611038519541743,0.04014787103432643,0.03633374996201356,0.017112919014619726,0.025047067791033648,0.03159223120581187,0.014630858643773599,0.039137455331846364,0.003745878307253576,-0.032121874565338035,-0.008235672338840563,0.009443946283394986,0.04362533643004807,-0.007187131802711185
"  Machinery, Furniture, Equipment",-0.006020598364263774,-0.009730121065557696,-0.018588372305661297,-0.0005672887010168418,0.02058810199748398,0.004897440940582763,0.004200513198339884,0.0321203464068726,-0.020026589534739785,-0.020160053944412767,-0.011224592299078708,-0.0066909405598271085,-0.010191906117677388,0.0011554144777327522,-0.011749364141504468,0.05431323703323804,-0.013874667252216186,-0.004285006887805338,-0.0036282924329282262,0.02883270420515634,-0.01912636655235664,-0.013835807290798125,-0.011578889714933812,-0.02522313128892405,0.00932494220326643,0.002098141815749189,0.01300466552365438,-0.0067860861825807545,0.027195944070409185,-0.006142767518200891,0.05448459620912988,-0.00908047862567941,-0.030981588270844122,-0.034949991313718703,0.009066132489658901,-0.028162636508373546,0.02873371501208387,0.032393620964298646,-0.0253284731607142,-0.027855887139463867,0.11822757237698184,0.09557612198900686,0.1484797717743199,0.029734777663946138,0.013588594855018258,0.03035795544257287,0.022193416038273205,0.019106380162087204,0.007959997091025333,-0.0018586069640856677,0.016571131782316912,0.023834474311869733,-0.009130012182936072,-0.003997307026637104,0.025039428301200085,0.0059992611307522845,-0.021190764333691242,-0.026959910573296234,0.005419661147174371,0.006823268071769761,0.004311014518263226
  Construction In Progress,-0.0018443230265499122,-0.008284604993730174,-0.03520808680102366,-0.03837620718731336,0.03482336410631068,0.008500197948656724,-0.02893978896361696,-0.009179133524723247,-0.0415100431210129,-0.027653742447816702,-0.03269839608006971,-0.004885565917596216,-0.003922059489569291,-0.03151026255281601,-0.0321286654732877,-0.007587183101859381,-0.00024166623520860788,0.009262887153590206,0.01784771781955188,0.04747231727622885,0.06460265834444716,-0.026958569170779212,-0.0263814923626493,0.0014177231790932264,0.01366913364023431,0.009065947631689258,0.007974605175004933,0.0021030936494226145,0.07044559266435835,0.023499344798433512,0.018130604898473353,-0.022982812421950948,-0.022573559373685326,0.08011854614028216,0.07390027074204031,0.07390027074204031,0.02928517675657241,0.01722118177637869,0.027082822973091933,0.028203390903400405,0.008191872638010722,0.018086928132986974,0.09442718860740223,0.0016592710239365016,0.049936476159414045,-0.013273462097080118,-0.01518557924411454,0.003664540816526722,0.006848733181563846,0.007218035763988624,0.016795844195434707,-0.02797508156010685,-0.026621229635247795,0.008431825444660136,-0.006053431282679263,-0.03643695629710936,0.02007578330797353,-0.009403087735831208,-0.031060349918033782,0.04275065060216662,0.008506307316207967
  Other Gross PPE,-0.031174631920573178,-0.040721817321478324,-0.030092713333006872,0.01587189851971243,0.05458181883531591,0.016707803454069074,-0.002712144350705166,0.02105260517202104,-0.031013543864942268,0.008034169067156151,-0.012977533951067427,-0.03185537071502967,-0.04196802219056201,0.021167347636335956,0.015812651723451684,0.019642987307260166,-0.034441993131078465,-0.034441993131078465,-0.029700972024637524,0.013696490096500957,-0.0058008970743426876,0.0019622231865617295,0.026625368897575226,-0.015465010173754828,0.014438022366220746,-0.01447451535178607,0.004229263716570888,0.01407860872261094,0.11731825708855625,-0.02751780662427573,-0.0034577687185541606,0.005759642360619619,-0.03739962943057125,0.01545582116562195,0.0698201073899238,0.0125881732582158,0.010484227731960097,0.08573998108289214,-0.0030854032131173385,-0.010347885572044097,0.01755517219003066,0.0012135366516433039,0.07915249025775227,-0.012097219815620744,-0.005218550085870516,-0.009481925715387047,0.002323867024577015,-0.00699408428138316,0.00946528570374763,0.0072528818445938715,-0.025108287165958757,-0.009959112933235008,0.012037568603580582,0.003563554969681914,0.05846289639774283,0.00256866119019574,-0.0072552230166876685,-0.026340688920626076,0.02336706983560726,0.02396129414776799,-0.005968531820313646
